,index,track_id,name,artists_names,artists_ids,artists_count,popularity,duration
0,0,0oIbkBXuNKpRGrePp7cAeo,Gamma,NTO,7ry8L53T4oJtSIogGYuioq,1,51,6.354233333333333
1,1,4ThfpcndTEm9P198k5BTEV,In Mexico,"Trashlagoon, Parra for Cuva","2Ceq5nkABzryK0OkaQYtzg, 238y1dKPtMeFEpX3Y6H1Vr",2,34,6.986483333333333
2,2,18DjkS5pjqCBROtTVH4GK6,We Do What We Want,Alan Fitzpatrick,40JyDxGqtYSowWYT2jaive,1,53,8.426283333333334
3,3,6kvgeyNduS0YwPKPc6hOmH,In This Dark Time - Two Are Remix,"Aime Simone, Two Are","75oAxYtjhDyLttgvGwQIvM, 3B5IcLPD64jPRgHsSnvHUD",2,45,7.885233333333334
4,4,0GKDrQqgPf7rRNWtbWg3oy,Красное солнце,"Он Юн, Леха Никонов","5GnduOkKcO3z8phs63Qnaq, 2BdYvHPpYWy5gpgRJdyWwy",2,5,5.066666666666666
5,5,1NaUJHp2z9pIjiluMMXaej,30 лет как мeртв,Макулатура,0XHvwTa9b8b6NIoQ5Ubhx5,1,27,5.285416666666666
6,6,6dYXU1aDwRLs9K3bG8BhA1,17/32,ночные грузчики,5VkYM90turPVbpvF9k2jyf,1,29,4.3342
7,7,02WWVLKv7ZvujMY47Yp2z7,Feel My Butterfly - DJ Slugo Remix,"Parris Mitchell, Nina Kraviz, DJ Slugo","58cT4ua09AH5Le3Ch6Vy5p, 1oZmFNkGAT93yD1xX4vTRE, 1cdLR0Fz14MLkWY78hNTYT",3,9,4.279066666666667
8,8,0pnS0d2Gm829MkuRn7nlyq,Brainwasher - Fatum Remix (Mixed),"Nox Vahn, Fatum","2bqGPuC8kDCTLWieGOyWxu, 3pt2vTpH1eI776oDZT1G2C",2,4,3.683483333333333
9,9,5n6V3YyeUczYIXFjcYvlnK,Handz Up (Stanton Warriors Remix),Ed Solo,7jnJgk7LLLdpPhXrOOZXCa,1,7,3.16555
10,10,3reuBRNg1pBgZi09hKKWsL,Memento - Adriatique Remix,"Shiffer, Adriatique","5RvJSmZEF6CPySmfJhfL34, 02DWGcShQivFepRvGJ7xhB",2,36,7.315566666666666
11,11,6W8D0nI4bR63CMBUqcDP0m,Stolen Youth - Radio Edit,Roots Manuva,4sSSkVtrCTzENCgm2vokiY,1,16,3.1175166666666665
12,12,1NSB47hnMR4GNJ5PvS8rkk,Меньше диаметра пули - cover,"Грязь, Лёха Никонов, MSTR.FREI","0mYPpM7VbKs7JpY6ZK6gnY, 0fLBWyma2ey3ZasM1D9Y9b, 3L2L2xgMF73EQY72vE9hgd",3,11,2.9846
13,13,4L8zHwkAAus359EISL2WZ4,Forever,Phibes,21VZgcYa29ZVvRQzmUNakx,1,28,3.9540166666666665
14,14,7a1WyXQXzop2L21X1MLxiu,Canis Lupus,Alexandre Desplat,71jzN72g8qWMCMkWC5p1Z0,1,34,1.2608833333333334
15,15,7wfB1SXtnZgMQRarPupAQ3,Everything is Gonna Be Alright,Lolita Kox,30VAN9M8JfWwTWJsObzuBw,1,7,4.266666666666667
16,16,7hcMgzs5sC0hl5IeTH4IYB,Вечер драмнбейс шансона,"Ilwt, MC V","0ERt32BChNfR6Q3tXrDxR6, 6nZmYuMZP8i9NX3tKC56CN",2,11,3.3473333333333333
17,17,4ufpohq3Aw7jHYRX7DkrpI,Alert,Misanthrop,1ZScOzf2oq1jmPpY2Veuyu,1,32,3.08555
18,18,0OJi8KNJmavFxfaCNEOB3w,Berlin Wall,"Bogdan Elin, 3 Colours Of White","3WH4f9ith1qrz2Gg4n22Re, 7uoyUcukP109cwGL6EPO6V",2,5,5.173383333333334
19,19,2DeV4SryfbbEM1YgedzKP4,Burns,George FitzGerald,3KOHpygRuo1ruQAbEneR3t,1,46,4.2333
20,20,7MjHMjfOEaclIFyx7AgwCf,Lost In Mind - Volen Sentir Extended Vision,"Ben Böhmer, Malou, Volen Sentir","5tDjiBYUsTqzd0RkTZxK7u, 5mU7ohKXRejACFS8eZIixp, 7scXA3hBD8JyGGajVR9q9l",3,26,7.2258
21,21,5BZcMFY4SzCK5f3r6ox2L8,Walking With Giants,Nox Vahn,2bqGPuC8kDCTLWieGOyWxu,1,24,4.4109
22,22,660YdD7FTghhoEJIS7Qgcg,There Is Peace Beyond - Extended Mix,"Nox Vahn, Mimi Page","2bqGPuC8kDCTLWieGOyWxu, 1USUeNBNJcg7Of34Ix74lM",2,7,6.845316666666666
23,23,5gnMzDgj5vXba6k55MnWHl,Bad Love - Monastetiq Remix,"Booka Shade, Monastetiq","2CKaDZ1Yo8YnWega9IeUzB, 5CdjhtE8hYoqKXfqtgcLiu",2,32,7.008333333333334
24,24,2GDlOiJaOQ6OIGEzC3rQd7,Cardi Blade 2 / 145 BPM,Yung Acid,6tQ2DIS2KNrOjWDbYxTB4B,1,13,3.963783333333333
25,25,5mU2C6a4THzZREyBY5RfIk,Work! (feat. Kaleena Zanders),"Gigamesh, Kaleena Zanders","1Bo8Afb2Qbjs4x6kJHyjle, 0Sz2jslaxjcw2VM5zYh2jK",2,34,5.02465
26,26,3fkD5Y1BPHCY38vewpajYb,STARDUST,NKOHA,74yb8EAWGPAcIUo6CFxKIR,1,27,3.154316666666667
27,27,5GgRhQXcf6PbUQrce7CDnm,Bones,"The Qemists, Kellermensch","2McLd7klWE4UjkPLqqMwLv, 0kQfuEQhZ0BxRSM5TyKolM",2,46,4.2026666666666666
28,28,0AJBa03FJvsCwXHjRoBpeM,Twisted,"Kaz James, Nick Morgan","1XGHs7YFtpCbDGKaNdPPtA, 29P8YF3232VxBXaU3vE4W8",2,36,4.333066666666666
29,29,0RfxyfYDUfj6IGhyWk6PVh,Bulldog Beats - Original Mix,Moonbootica,1YkHCcMgZ6fTQMeEQyYKTf,1,13,6.118666666666667
30,30,5gaQKFFbSMBVRcnT1SJKO4,White Rabbit,ShortRound,1ujyB2Dmn2EFyVmjDBjGGK,1,38,4.923066666666666
31,31,4R40ybkZqvpQaHpLfeW8G1,Dirty Money - An-Ten-Nae Acid Crunk Remix,"disrupt, Soom T, An-Ten-Nae","68YOJy1fA9ez3XJLJIZ9IZ, 0Rb6PZXrcxvzixAwZwFmMu, 60WU0oNpF372dzVGDe4BcV",3,19,3.6222166666666666
32,32,6r8Nz7WDgdLCziBbmv0hDO,Suffocate,WHIPPED CREAM,5CMaNobmJYgXcfiT0zYOwi,1,23,3.5764666666666667
33,33,72QZIadvONjMB3MstcPTV9,Universe,Misanthrop,1ZScOzf2oq1jmPpY2Veuyu,1,27,5.320216666666667
34,34,1QmEmpwoDgqiJDsf11rLcf,Hooligang,"Joey Valence, Brae","6BkiL5nhcwWK6JqWbBjNgu, 1QGptNgo1M6cD7EjrFZmRp",2,57,2.80525
35,35,4ipoHe6bjN9IeXr8CGJYgR,EYES,The Blaze,1Dt1UKLtrJIW1xxRBejjos,1,64,3.534666666666667
36,36,1CEN3e9sH0iDk83D8QEM2j,Desert Hearts,"David Hasert, Francesco Mami, Bondi","5k3tGz3uryhQGnQryA2b6d, 1eorOXywIqSwCCbGjYVNoP, 0ZPxafqcgMv07OtNWFapKk",3,14,6.537316666666666
37,37,1j8WwQwHZRJwe9dOc9ZXu4,Fluegel - Original Mix,Dayne S,2OWQQKizLqny2GKSvqfV9h,1,34,8.511716666666667
38,38,0gGslfeZ5GjK19VcS82Sqa,Mix Tel Aviv,Kutiman,0sDJfnuudhMaEmFPvALK2e,1,37,4.623966666666667
39,39,46Q0ZNRmeRmYwLBrfkTeDg,Neuschwanstein,DIBIDABO,3tNW4uCLfRWi6RrqpUbNi0,1,4,7.6
40,40,4urxpbYME3OKjcoAxjxQgg,Rain Catcher - Latyshev Rework,"Lama's Dream, Latyshev","6OsGXyvZromK0QvgCFr63U, 10c4F6pMT2N12QbAVFmAtl",2,0,8.00155
41,41,1yBGkMuZCL5JfRfRAUWzj1,Time Again,"Jan Blomqvist, Alar, Korolova","5wMlMjOLeJfS5DfxqGfm83, 2uEy5EYHvxxd2SyVq4Pn1a, 0I6oCyQQ1Q50q97y9B9gAx",3,46,8.362283333333334
42,42,7vURCuSrZDtyUOgPITeYVf,Suko,Tal Fussman,6kZ2X9nu0o6eFilCWtufPb,1,17,7.40675
43,43,6aASbU73wOewtPRbowetm2,Стало холодать,"Johnny Bongzila, Murovei, Kolya Manyu","7AxUJPFr1d3VURP4kPo9FN, 5T9Q17uI3gmKMJiNs4CMQR, 67yIj9bnCmWwZxEnuTcRqS",3,8,3.69215
44,44,022GOZFshT9eC5dimXuHCK,Дед Афанасий 2,Killagram,6gCYp1VWAL3Onxco63M4QE,1,33,4.7
45,45,7yyNaKHvH76G4tohz4cM7u,Megator,T78,5FgLkieOqGXPn01dnbJp9Z,1,45,5.5076833333333335
46,46,3dDQ62IpPo5ELve35xfvZu,Insolent Rave,Nico Moreno,6fjhNhp9IoeiZpEXq9AT2S,1,50,6.2008
47,47,5X5ctrZBjOap0TIaVU2BRi,Es Zieht Mich,Schwefelgelb,0gvrCzDfdcHWrTOanKBlJL,1,39,6.164883333333333
48,48,2RyhNeqZyhys50vy5Po23f,Mannequin,"Far&High, Dasha Meelo","7DEuf4iD1rRxpszUW1MDdP, 38BnqawOga4Ysk3AEpBeMl",2,28,4.76155
49,49,6dbiFP254cPhRywsYW9xlQ,Kisloty People,Schacke,3bphZJ7NojBKcoCeBOSJ5Z,1,46,6.02825
50,50,43f7mtPw7TC7DA6dHIrfPX,Total,Ohota,4xKsjRK2wCjXwamNHK6dMr,1,18,9.087366666666666
51,51,5pYoD82CqtVTgNucxCWyWn,I'm On Fire - Ben Delay Remix,Anton Ishutin,0RhuWNLtoucVMRmsSkCgWl,1,30,6.285583333333333
52,52,4TxlvQS9fPIqlDlLcfHOZC,Znaesh,"Philipp Gorbachev, Interchain","6eY2REoBPKZ4CnJD0sFdfP, 6vfpN01M7JvQviMVxg2rGv",2,1,7.106166666666667
53,53,4pd8nt4rexiPsqLzo3daFv,Come Together,"Urbandawn, Tyson Kelly","4Kjl91bg9I6TuhrEC0NQgX, 3UZp4Jv5flsRprbySTTZkD",2,58,3.98265
54,54,7gkKr0pHA8N6brI5NAj3rw,Baghdad Express,Underground Resistance,0tbuVFxbrGx2oiNbpetUGc,1,8,5.380433333333333
55,55,2HGhW1R7rAVTreSgidzq5a,Almast - Jewel,Mariam Matossian,2DKIUXvKNQbWTOKFQ4YVAZ,1,3,4.248883333333334
56,56,1PW2yk9vy9UBq738C4KZP7,Ghost Voices - Radio Edit,Virtual Self,0F52YLV7uWqaJfMMDgG737,1,33,3.3164833333333332
57,57,43ZQzjTfM152GaxWUZoZ8l,Голоса,Буфет Мон Фрэр,4fwsMsodqSoZjGZIziPjXO,1,2,3.6235166666666667
58,58,2k58ZnbykfhiidQiAS5Kh0,Get Stuffed,John B,1ytr59gpK22MnyvrvOVCmD,1,10,3.77835
59,59,5qRRnuJuzSzGOCAbCCeuqn,Tokyo,"Alexander Alar, Sonita","4OfOyERIlrusog1D6Ue2Po, 1hYRudcESgUzBfB4ahnDqr",2,34,7.417533333333333
60,60,5eOLrAvMvp02JDYlfNujJz,The Commission,Breton,38bfc5BSVq6sVAssDmdc8N,1,33,4.948433333333333
61,61,284HIscKN2nXwE7Yx5duc6,Hindsight,Joey Fehrenbach,2jY1xBS6oapp7f9jE7Zxd5,1,34,6.719766666666667
62,62,0qvbTWuAHz8ZwqEGX6ONvF,Another Riff For The Good Times - Mixed,Yotto,5Dyfxq0ZrFjjeFBdSNxDbo,1,21,5.286133333333333
63,63,2WkQNbVUKBLSsi4YTWdL8f,Панк-рок! Да погромче!,"Sellout, NAGART, Чёрный Вторник","3DKxbhUc3SwRCfouyy5SXv, 6KaSUnLF6pXwGeT7tlOqYF, 34sgHwglQDHWXXsABgMUBj",3,12,4.150533333333334
64,64,2DxlImGfZPKLLhqqEl1nbW,Split Wick,Durante,1BqIPGrEhdjdLFpUzce2dh,1,43,5.57935
65,65,4QJUVLoxXMo0eVxPFelQZk,"Статья, которой нет","Vlady, Комитет против пыток","4hkwrlVarJxzFA6h4UMi6A, 6M9mlEr5uGJq3YRTODs3eR",2,20,2.7678833333333333
66,66,3DK6m7It6Pw857FcQftMds,Runaway,"Kanye West, Pusha T","5K4W6rqBFWDnAN6FQUkS6x, 0ONHkAv9pCAFxb0zJwDNTy",2,78,9.128883333333333
67,67,2auLKgG4AlNl9MSj5Qn4Mg,Беларуский саунд,"NEMIGA, Freddy Red","3oTemNYpdpL6suMDbWdZkd, 5QcJfgJOyIm2SXLj7NKcjZ",2,21,4.0
68,68,6uYnM3pZBgvEh95lrsqSJS,Somebody To Love,Basstrologe,6OMAZu0PYOsl3kONOQV9Zk,1,65,2.2699166666666666
69,69,24UeBxUx2o6egQcU8n5sut,Cumon,Will Sparks,1u7OVFmWah4wQhOPIbUb8U,1,41,3.84615
70,70,5Kzz1jzBQxYruRIzjaf7YQ,Cyber Shaman,ICHI,7fef7GzZZrPZVZArGAjAyE,1,19,3.7062166666666667
71,71,13uh9yoHsVTm18pIoAql9m,second thoughts,"Tails, Monsoonsiren","007nYTXRhZJUZGH7ct5Y3v, 0ee7OJzj60zA1O50ysyZdQ",2,40,4.20895
72,72,48fPdAwGVoSkGK8GSez9yx,Anything,"Alison Wonderland, Valentino Khan","11gWrKZMBsGQWmobv3oNfW, 0deIjoDjl9g9Zpw0sCIOHh",2,59,3.7666666666666666
73,73,1w6TN3qwU9r6d53ha4fVCO,Summer School,CABLE,2spFq4vwnf6DXIl5iJOkaJ,1,10,3.7568333333333332
74,74,2CCKxpq1wLsmCLyr151owa,Panoramic,Atticus Ross,5HARKwnZLNQBeUGsTHX2AM,1,39,7.190433333333333
75,75,48lCsw6V1L2etXhTPG78nH,Cobra,Ital Tek,6Auo6gEPwhb9aZindgVpZJ,1,24,4.139766666666667
76,76,3CjQhi2gb6Qy7FIQPlKYrK,Imp,T78,5FgLkieOqGXPn01dnbJp9Z,1,19,5.540733333333334
77,77,6L0xIwnRJhTvDmrAnG5yYB,I Don't Know How - French 79 Remix,"Kid Francescoli, French 79","2G7QgTep5IsJHGHm1hXygD, 6MJKlN8ya42Agsw3iQZs6e",2,42,7.095916666666667
78,78,4fQDMo81q9vmg82b3kii4Z,Конопля,Petlura,4uo3rRpvWh3EZwLwa8xOpN,1,15,4.3075833333333335
79,79,0OPnFvMYKIkPBAgcV2WvN1,Time 4 Techno,"Psycho Boys Club, Juyen Sebulba, Stoltenhoff","17NhTFMWDCB9nU8eDbRWiu, 5DrDb5tvBFk7sJxsMyA06r, 6HKR0MHpgba3ZRBXYfPiq0",3,23,3.146733333333333
80,80,5dexMvAaPCQ0hUUEU3wzTT,Like You,"Far&High, Yo Speed","7DEuf4iD1rRxpszUW1MDdP, 6QB8XoXvK4HDrrQQ2WD7qr",2,21,6.1091
81,81,1neVIZzrSxqJQGXtrJmgzQ,Moskva,Thylacine,5If5Tdg66Q5X3L57G7A6Pn,1,44,6.5831
82,82,4bsEvdFdieD7sJsKeteYLn,Absolve,oskalizator.,2EAiy1PIZyBl2obsuN0nyY,1,41,3.5077666666666665
83,83,3Ty5ciG5pZXUDtmVwklWL8,Gaia,Township Rebellion,4gGD7nrLZRnnCSz3KGEu4R,1,29,9.025833333333333
84,84,22nalinGSWpwhlFicMgv8u,More - Foto Remix,"D-Pulse, Foto","5b86FIOAbWupUXc158gVEM, 0iAW5O0hR7NFYLC3DGeezV",2,6,8.186433333333333
85,85,5LUQvjQlixLWlBSZHSVLkk,Glow,Cirez D,31f4Ougr0lpsDrxigwV3TB,1,45,9.297133333333333
86,86,3MyuBQnSAEECEA2JhVZfr9,Confronted,Pan-Pot,6OQOvP7RAdmAKVXXQqD0Se,1,24,11.396883333333333
87,87,6nSo8mNsaFLr4oMp8t7C1r,Irreversible,Matchy,5BF9eGIdwa9gt4RAXP8w1n,1,40,7.34425
88,88,7ehBoh9FIeIiEnORzexRZ2,For Every Forever,Mathame,6QSwQEz8CDMg8Rqk8dEkxS,1,46,6.375
89,89,2WZfx2pn22JH6WrKcco2lU,Boy in the Garden - Moonwalk Remix,"Marc Holstege, Aravis, Moonwalk","4seeqFihC5Ovh5NfgyifnY, 0VASxIgak51bpbzIbUolab, 1khyIydqanugacJyKdmceT",3,27,6.55215
90,90,22UDmbP8eiz97tNyACphRl,Ordel,"Parra for Cuva, Beau Diako, Kyson","238y1dKPtMeFEpX3Y6H1Vr, 3W02sTifN8tW1bapAkS1hu, 1ysHnRqLx1sIFxUlahQftx",3,51,4.311083333333333
91,91,3jMLZmglAXlcw9c6gUpx3b,MZ,Sascha Funke,1dDTkRz9WVOQr63enjJ1Yd,1,45,6.3666
92,92,6OyEbGSnML69TiPCQf4ATK,I Waited For You,Rose Ringed,1KML3dPprByep3tRnYSJDj,1,38,6.168533333333333
93,93,0f7ifN4vXV4z2C52POeDQT,Devon - Oliver Huntemann Remix,"Oliver Schories, Oliver Huntemann","0iTjLBepeGaLgZS18kxgRq, 0NBGssQpgDczTsVEp4pCbR",2,48,6.6378
94,94,7GxlVNWDgdemrtZoVj62ce,Aphrodite,Township Rebellion,4gGD7nrLZRnnCSz3KGEu4R,1,40,8.581466666666667
95,95,1Kv5MtiMEoEVkHX2aPXNiR,Суисайд,"Basta, Smoky Mo","7as5DY4Rz9jac9tgoTrj9H, 6frycbKPhXIybi6TFfum60",2,13,4.65
96,96,4NjcBu9yymywoxK1l9tdBE,молчи,кис-кис,4jIvmo6hfAQ04NSOWPVVA3,1,52,3.3
97,97,29lG2OYbvUHG2VuhII7qbT,Wknd (Reloaded) [8D Audio],FSDW,4RPg75BaMIfyBb94V8HqCw,1,9,2.7131833333333333
98,98,2dEaUJGPsZG7YCLLbzdRju,Waiting for the Stars,"Vitalic, David Shaw","4M84umUNRbZy1mJleyyRM9, 2dWhCXPpJRJle25h5I0uQT",2,22,3.88055
99,99,3WcXtp5oK6oSKq4d38oTBa,Взрывы в голове,МОЛОДОСТЬ ВНУТРИ,4cbEWHQV65Dbf3i4PGdFYz,1,39,3.6485333333333334
100,100,1tU6zDjexypxM3FGwoYw3r,Firefly,Iwantsummer,3bLHVStpCwvYCDltKaxNXz,1,33,4.17655
101,101,1OuP1XFrKsOcjRd26U9uaT,Alive - Radio Edit,"Chase & Status, Jacob Banks","3jNkaOXasoc7RsxdchvEVq, 0AepkoQhYvkjEzzwIcGxdV",2,22,3.407366666666667
102,102,0CVuKBCsAzAijwkaOtUQnZ,Solnce - Mixed,Krasa Rosa,1RCR5qSXHhPDUoXbv3uUFA,1,21,6.293433333333334
103,103,2ovsj906vjoGM867YF5ZLO,Her Entrance - Innellea's Interstellar Remix,"Parra for Cuva, Innellea","238y1dKPtMeFEpX3Y6H1Vr, 71rqI5HtraA3qXBwatyG6e",2,41,7.1475333333333335
104,104,6jOYzabDs70LyIiU2CtA30,Whom I Belong - Place 2B Remix (digital bonus),Paperclip,2vVFHB22s9IJi1HfqNVGrV,1,2,7.5294
105,105,5nC2VyPxefp5EXVViTcz7S,Creep,carolesdaughter,2hiq2iBnUik3mrOfEgRSpB,1,50,3.7106666666666666
106,106,4d2Gndzn9dnmUC8jIzI9d4,Time - feat. Jules Buckley,"Tale Of Us, Pete Tong, Jules Buckley","1UL813H5aj3e8ekE5RqWqc, 6n1t55WMsSIUFHrAL4mUsB, 5gGbAKDXhDoBXIJe8SuBvX",3,55,5.1831
107,107,0rY2IgypQtQjirDBLdugek,Filament,plenka,6yjz9vY01vOQUcFIAEYVQ0,1,27,3.1118333333333332
108,108,3PgIZG6N4bNzmBoqETxwPj,Busted and Blue - Yotto Remix,"Gorillaz, Yotto","3AA28KZvwAUcZuOKwyblJQ, 5Dyfxq0ZrFjjeFBdSNxDbo",2,32,6.764883333333334
109,109,5454XeqMtfL2WKx7n3YLKn,Centipede - Aria Des Remix,"Marika Rossa, Aria Des","4yKd2ditzVgjUGOTCXhYy3, 3t13cmJeygXnUemmwh8hYM",2,0,6.53955
110,110,68UiApRTyu4Trb5kwMgCd2,Packard - Blomqvist & Schories Sunrise Mix,"Oliver Schories, Jan Blomqvist","0iTjLBepeGaLgZS18kxgRq, 5wMlMjOLeJfS5DfxqGfm83",2,47,6.02135
111,111,5m8ow9wnikDzHyvUWMjTvO,299792458 - 2nd Edit,Stoto,41kcR4JVrpn1xifg8lM2Fu,1,32,5.632
112,112,4NWOuAxMDvUFWTi3knp7s2,Narayan,The Prodigy,4k1ELeJKT1ISyDv8JivPpB,1,45,9.099333333333334
113,113,1mYec87UIcT1vcVOEHItOe,Buchla’s Dreaming - Agents Of Time Remix,"Adriatique, Agents Of Time","02DWGcShQivFepRvGJ7xhB, 6Jbyd4qzEtbFtswZP1o6Ht",2,37,7.7327
114,114,2kvVaUw1h9tu1f9edBXBMe,Craft,Adriatique,02DWGcShQivFepRvGJ7xhB,1,30,7.04065
115,115,6jYXP1jrYIHkEYglFgeL2Q,Home,"Adriatique, Marino Canal, Delhia De France","02DWGcShQivFepRvGJ7xhB, 6qdVbTc8Uvy0VJyDZbYTd8, 7A4TdwdnxfR9auD1yAmpWD",3,56,5.508333333333334
116,116,3CAPykggvFV1PI2B1GZrP6,? - Whitebear Mix,"Ultrasloth, Whitebear","5qUy4L3U5g7Ea4kHbiCTpi, 4mcgQslFqVoXe78ADfBoLX",2,15,4.743833333333333
117,117,5KrQbdqvojQAp2wxIO1dtQ,Hero,"Pegboard Nerds, Elizaveta","0lLY20XpZ9yDobkbHI7u1y, 2a9bCkqCkLvXM0s3uPvR7M",2,50,5.506666666666667
118,118,6w8tC4J0Z3Nn2hBAcZRg7B,OOPS!,Gee & Dee,6t5AmxBiPMgRa9Qvrk6g2l,1,0,6.456
119,119,4clBWumKdQ85EDbgYxv3Ow,Astronautin,Stephan Bodzin,2nq2BeSbzExGAv3Y4HgUf7,1,37,7.547783333333333
120,120,5DjAZ7F2Yx0YgBSqFag1dc,Bedford,Stephan Bodzin,2nq2BeSbzExGAv3Y4HgUf7,1,23,8.801533333333333
121,121,4VOI0VlZfuU9dmrxIA7dsx,Tron,Stephan Bodzin,2nq2BeSbzExGAv3Y4HgUf7,1,11,7.444833333333333
122,122,7AhBPu30dYbE1a4vvB3lNr,War Rave - Original Mix,"Paperclip, C4","2vVFHB22s9IJi1HfqNVGrV, 2Q47W9jNAz7eizzUO7JLg3",2,8,4.066666666666666
123,123,4tQZCf4CXUuqTHzulav9w2,Basshater,"Numa Crew, Dub FX","1tov99lRWyoWgwcnrBFADL, 4ucW1LE5T7y7X4jlaKCeVo",2,2,3.73105
124,124,01WHIMQDzr2H8mprpkbteq,Camelot Escalator,Ceephax Acid Crew,3Q0VPr02bPlokDVsv5T90I,1,6,7.431666666666667
125,125,1R5ioH8pMVbJp05AID0Riu,No Rules Limitation,"Pig&Dan, John Anderson, Monika Dybicz","04jj7dljPI0ixtNsz2pXWK, 7mGoO4tvPlp7Ea5RjYyJLJ, 6sNzYULgsautr0Wf9eGvyd",3,8,7.231083333333333
126,126,6EX5Snp54fpLogViiJXKd9,Spacetime Hero,Stephan Bodzin,2nq2BeSbzExGAv3Y4HgUf7,1,21,8.0377
127,127,7mfCvSl9e31H6vCeJy7saM,Pendulum,Stephan Bodzin,2nq2BeSbzExGAv3Y4HgUf7,1,13,7.585533333333333
128,128,6A3LllKRvquXxypzjVWLPc,March of Progress,MALO,4vV6EhleonxA38BGbE73Ls,1,41,7.127266666666666
129,129,1fmoCZ6mtMiqA5GHWPcZz9,A New Error,Moderat,2exkZbmNqMKnT8LRWuxWgy,1,61,6.121766666666667
130,130,4RwYNsmfKGiAOBHvMW8aRJ,Particle G1,"Hannah Peel, Erland Cooper","3LRldYGJpCAQT5cZKQyi7o, 636k3cBTCgdZfXzCj7Cuaa",2,29,5.814433333333334
131,131,5vLbPuAv3PDouOq5CU681l,Transition,Az,4i75RTD4YoBZfamxFjQTkU,1,16,3.658
132,132,7nYClzzNY6f3EcfeDFNqhS,When I Get There,Big Wild,0PxzGnCYBpSuaI49OR94cA,1,62,3.6666666666666665
133,133,30SOlxuV8AYjERRqyryWCN,Undercloud,Stjepanek,3CbZyG68qYiKTYyN7ya6SG,1,4,6.393433333333333
134,134,1FegqJzuhbp7XZY4gT5EoW,Lady Cherry,Whitesquare,3bMbfexE8OmHIPigyIpROI,1,40,5.70045
135,135,40QJaFFmwOEfdFfxR2LrgC,Time,"Niju, Rasar","52gcfKJpAGFdUkSVS6jSV4, 4jAvI30E4KZmeiRwd1uMIr",2,1,7.154683333333334
136,136,4tjwPq470SLOoxnaeMVLOw,Rave Is Your Party,"T78, Max Jam","5FgLkieOqGXPn01dnbJp9Z, 4rRNdosIGkDGGsj3NbwaHE",2,20,5.374033333333333
137,137,0MLId3wjvQZqobwwHrRI9G,From The Depths,Miss K8,776uRsooWrGiVZkVWtvfgO,1,33,4.15555
138,138,2nTPWZMSY7OsjoqfW68920,Roped In,Gorgon City,4VNQWV2y1E97Eqo2D5UTjx,1,47,4.16935
139,139,1tbFIJOS2NfSEuvF0Ug56n,Right Here - Dino Maggiorana Remix,"Naylo, Dino Maggiorana","62umRMy6Gb9RP6KvMtdkGJ, 5hikDvYlf4CbKVsf2Jon4N",2,8,7.8258833333333335
140,140,7zIZceY725gmagRyy5MsL9,Call - Original Mix,"Stil & Bense, Ally","5nuJOwgBqKBIWyCr0dQgEH, 4b1zISZI5yo7PCMZzopKm2",2,39,6.72035
141,141,5g1PPfVJKxaTweGxJhgnue,Sex,DjRUM,4HwlolvniI44ETSg5tajeZ,1,29,8.456133333333334
142,142,3QLT1k8X0xFd29dz2X6r3A,Voicemail Poems,Boxplot,3FGwjRuHPhCmLnwqpFwJSO,1,26,5.841833333333334
143,143,0CveW2rmPIyawLXTQ4qcpf,Skil - T78 Remix,"Roberto Pagliaccia, Dubskull, T78","0rk5yeEHppaAkvW2WTIsu9, 3nZvjU3DkK8VwlNIeV1IGH, 5FgLkieOqGXPn01dnbJp9Z",3,11,6.530766666666667
144,144,1I9BJwnpq5qTmgE3U2uO3J,Cosmic Ratio,Enrico Sangiuliano,1u7DsNFbakULvxnDGtMm90,1,43,6.730266666666667
145,145,6wMTeVootJ8RdCLNOZy5Km,Open Eye Signal,Jon Hopkins,7yxi31szvlbwvKq9dYOmFI,1,45,7.8097666666666665
146,146,7bHT9osSq1rwT2yaImzqCi,No Love,"Eminem, Lil Wayne","7dGJo4pcD2V6oG8kP0tJRR, 55Aa2cqylxrFIXC767Z865",2,70,4.991766666666667
147,147,3cJLdRgbg5duveHnIvrBbN,Dominator,T78,5FgLkieOqGXPn01dnbJp9Z,1,29,6.0
148,148,2yT50kbhRpUwnQWT67DSgi,Red Cats Tribe,3D Stas,0oNJiBJkV316NeAeoHnnHK,1,14,4.733416666666667
149,149,1TGt5votyMRGufcp2mnTVU,Age of Love (feat. Jules Buckley),"ARTBAT, Pete Tong, Jules Buckley","3BkRu2TGd2I1uBxZKddfg1, 6n1t55WMsSIUFHrAL4mUsB, 5gGbAKDXhDoBXIJe8SuBvX",3,39,7.422666666666666
150,150,75NSzNM87xKteVMHKzzGab,Ken Tavr,Ishome,0yyaMSLZPLTbtS2ifp0HTq,1,44,5.1316
151,151,63xqyQs0ODbGh15fuc8HN8,I Feel,Biicla,72heZIc2iMXdpDwsTjTcCQ,1,29,2.5812333333333335
152,152,75RCrdVWwRR9WR3b4PDmUL,Тотальное самоубийство,DenDerty,18k5EBIjwzfmthbQymZBhU,1,36,5.921733333333333
153,153,2fv1OUGRoZ777LCDvCcq6L,Карт-бланш,Azar Strato,74a1p3WwsIcCn4J2kHwGds,1,34,3.202
154,154,28bBFB4xgt1IwWEM4R2pvN,LUST DRUNK,SEBASTIAN PAUL,1tQu5TjcAK68fx8qrc8ZgF,1,53,3.6607833333333333
