,index,track_id,name,artists_names,artists_ids,artists_count,popularity,duration
1351,1351,0oks4FnzhNp5QPTZtoet7c,Giorgio by Moroder,Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,1,65,9.0771
1352,1352,6xZfE1Vr7Cv0EtCEG00XE1,Life,"Muffler, Hannu Väre","4HSQ4ALTUXgWlSrhfc4LNA, 77hVVk6Pufsl0qkxQJCtpR",2,6,5.797533333333333
1353,1353,0SqF1vKPTqVWJWCmSrGsUs,Wanna Die For You,"Netsky, Diane Charlemagne","5TgQ66WuWkoQ2xYxaSTnVP, 1XG7dMPAsHbJMF0llUxb33",2,25,4.286016666666667
1354,1354,3wWAgspx8GO0cWeDB9Nq7u,Подорожник,"25/17, Дмитрий Ревякин","7BEMpta6uxRRKiei6jmTqd, 7wwhvSqUAsbz7ZytluHnoP",2,32,3.2773666666666665
1355,1355,0XqtpL5obqyDuEOgttnlqX,С надеждой на крылья,"Basta, Нервы","7as5DY4Rz9jac9tgoTrj9H, 10oSboDn5ncLNjjFIgJXm6",2,27,5.481066666666667
1356,1356,4iWln3t2SrVwLvhJlwnq4T,CrazyMFLove,Basta,7as5DY4Rz9jac9tgoTrj9H,1,26,4.9882333333333335
1357,1357,1i5Lyjc3gqVzmIymKTyEFY,Африка,"Basta, Smoky Mo","7as5DY4Rz9jac9tgoTrj9H, 6frycbKPhXIybi6TFfum60",2,8,4.989583333333333
1358,1358,5zw52j24ffNa9ZXbkQajYg,Аллилуйя,"Basta, Smoky Mo","7as5DY4Rz9jac9tgoTrj9H, 6frycbKPhXIybi6TFfum60",2,11,4.951333333333333
1359,1359,3pmaR2hYZh5yfIzahF75PA,Музыкант vs. Музыкант,"Basta, Smoky Mo","7as5DY4Rz9jac9tgoTrj9H, 6frycbKPhXIybi6TFfum60",2,9,4.4604
1360,1360,5k61pld2f1I2nMwyCAxBOj,Евпатория,Basta,7as5DY4Rz9jac9tgoTrj9H,1,14,5.3681833333333335
1361,1361,45BEhT5MXiLwJsz0TbccnC,Prizma,Matvey Emerson,4n7LqAJhu3k6rrKMu3VfDa,1,0,5.8628833333333334
1362,1362,5qQBxem7w12BercwF41blU,Surrounded,André Sobota,0Tdo9YdoMdoj41B2KNTywZ,1,2,6.616666666666666
1363,1363,65tBfrlOqDZ53QzX4T8QLP,Showdown - Live,Pendulum,7MqnCTCAX6SsIYYdJCQj9B,1,1,5.78725
1364,1364,5rYzxAlTy3R2jK8f7KKrAm,War - Nari & Milani Remix,"Caspa, Keith Flint","4nMuaJ4kBLDJCRBizNESI6, 0tWM5j1WRB9SlPxvkf83md",2,0,5.9383333333333335
