,artist,name,pop,genres,followers
717,6WjX4pepHwXa85B9KMk0PY,P Money,51,"grime,nopixel,uk hip hop",136847
718,0Vw76uk7P8yVtTClWyOhac,HONNE,65,"pop,uk pop",1413139
719,0vbE0CACZJPtLrpGDo8qWH,YOURA,27,"russian alt pop,ukrainian hip hop",7581
720,4WN5naL3ofxrVBgFpguzKo,Rudimental,68,"dance pop,edm,house,pop,pop dance,tropical house,uk dance,uk funky,uk pop",1334234
721,66TrUkUZ3RM29dqeDQRgyA,Ella Eyre,68,"dance pop,pop,pop dance,post-teen pop,tropical house,uk pop",782687
722,2Fb9XnnGhATJsFiYaQ3sVe,K77N,12,,25
723,1mCjVrTtPij6VkXrdUBed2,Vadyara Blues,20,,3834
724,0WgssvpfKR568rNMCrPdhC,Dendy,7,,194
725,5tY2sa8I11tpMuhU9onQ6e,Nu,54,"ethnotronica,organic electronic,organic house",114509
726,3vvLuXEEf7sl3izJcw0GIn,Skryptonite,61,"central asian hip hop,kazakh hip hop,russian hip hop,russian trap",3054270
727,4DCHl7YS8J9pe2THEUvarN,Truwer,49,"central asian hip hop,kazakh hip hop,russian hip hop",373459
728,2UHktq7Ik4C9ak6sUjQaTT,Katya Chekhova,23,dubsteppe,3384
729,5BPcZ3VZrsiaRwx3Jv6R65,Vortex Involute,13,russian dnb,1023
730,1NbWsEhbWzwjAL2LfPCERk,Temple Haze,22,,1556
731,70E0CLEf2H8hCo06gHJ7tu,Document One,44,"bass house,drum and bass,filthstep",28421
732,2y246nnP9pQT0E6v3ZMMOO,Night Lovell,69,"aesthetic rap,canadian hip hop,canadian trap,dark trap,ottawa rap,underground hip hop",1204638
733,59dLTffLsw2ljmCiD8O1JX,Lil West,39,melodic rap,20880
734,2U2n1lZxqr0Zqhhcv7aqO1,Levan Gorozia,28,,22280
735,0PI3pXpUMScjweiw3IbADc,Jedi Mind Tricks,51,"conscious hip hop,gangster rap,hardcore hip hop,philly rap,political hip hop",342332
736,4OqgHlGnIFHukth5CY1Ejj,Young Zee,37,new jersey rap,5636
737,4xlnKEcLzFYoxRmAuxI2Yt,Pacewon,38,new jersey rap,6438
738,1npPQS3PDH4xmOhYxB2L0T,Warp Brothers,39,"bubble trance,german techno",10545
739,4h8IEOdrg60WM5XGyNOCVU,Lilly Palmer,43,swiss techno,56667
740,6ieVhWXtOmK6DO6dmX7Eko,Sneaky Sound System,45,"alternative dance,australian dance,australian house,australian pop",50406
741,1FqRk4EMtZN4Z7mwn5KnOv,HLEB,39,russian hip hop,398029
742,39sPWwRyNp4NNMyWzN7I0o,Brock Berrigan,45,chillhop,70220
743,7tQd3Qyg1i6U9FS1tNb0ne,Lumen,38,"russian alternative rock,russian punk,russian rock",271218
744,1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,86,"big room,dance pop,edm,pop,pop dance,pop rap",24598535
745,6T4sT6axXOoIXP4cpaQtNk,Lemongrass,45,"electronica,nu jazz,trip hop",34737
746,1rV8eRHOV685BeNEa59lyt,Jane Maximova,30,"chill lounge,jazztronica",1718
747,4HSQ4ALTUXgWlSrhfc4LNA,Muffler,33,"drum and bass,finnish edm,liquid funk,neurofunk",14671
748,3HyMIA7n8gz911K8OmqlSN,Nörd,24,,1066
749,00b3RKsk2pv5VWSnYAKW8u,Man Without Country,31,"chillwave,metropopolis",12290
750,54KCNI7URCrG6yjQK3Ukow,Susanne Sundfør,50,"art pop,electropop,metropopolis,norwegian indie,norwegian pop,norwegian rock,norwegian singer-songwriter",204666
751,0h2BiRVGmUGsK7HtkC1vLl,Colombo,25,"breakbeat,nu skool breaks",10353
752,23rK0hajv5ix2yPM4IIgOo,D Smoke,57,conscious hip hop,410474
753,7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,82,"g funk,gangster rap,hip hop,rap,west coast rap",8536452
754,3Qubu5zXcOh0EIb2bDwMdB,WYR GEMI,46,"g-house,russian edm",16812
755,1DpLjCTi1BmL7juXttmgDq,Bad Boss,10,brazilian edm,6383
756,0NGAZxHanS9e0iNHpR8f2W,Alok,78,"electro house,pop nacional,slap house",11654767
757,32wcuqRxZuBY5HbH1bWa8h,Tube & Berger,52,"dusseldorf electronic,german techno,tech house,tropical house",77604
758,4fQHCuys7JZvaQzRvB1kPR,Ghost Loft,49,gauze pop,47421
759,35evikNPeHg0dD7x69l1u0,Code 64,21,"dark electro,futurepop,neo-synthpop,swedish synth,swedish synthpop",9794
760,3nOp9kU7OluZlOGCdqWqS3,Jos & Eli,30,israeli techno,5357
761,2IfPooWI6GcCyI6FQX52Zz,Simon Batten,26,oxford indie,162
762,185m2EJWTIm36MdqguiU8T,Freischwimmer,46,"german dance,slap house",10523
763,5QO1NNCLglKxgogzx6XLJn,Gregorian,46,new age,154475
764,0j4Q5USZhEJ3OUfyRyW2xj,Seven Davis Jr.,29,,10627
765,31vGMYOS8doywT6i3a95IJ,Dj Freud,0,,6
766,0QhGJUBBSwuvPXHWgx5PJV,Артём Костенко,0,,0
767,6EwC0Bw0mA6AZPVnmT8xzf,Nogu Svelo!,36,"classic russian rock,russian alternative rock,russian punk,russian rock",172673
768,1Iy8JKDTXo8e9HmyTCaTOZ,Isobel Waller-Bridge,43,soundtrack,6641
769,6v1l56EZ8Wl7gpZhfihaKQ,Avidus,28,melodic techno,3482
770,7KXpXc29g9x7kFBnM2HcrM,Zoo Brazil,31,"swedish house,tech house",12036
771,02X7NElfgSMfoaPt5S6ykY,Rasmus Kellerman,20,swedish indie folk,1138
772,5rnYj3OzaTJ3O1sOmSzoXO,Вишневский,28,russian alt pop,5761
773,5Ey7Lbl3kvL17hQkGKKkdY,Talabun MC,2,russian grime,278
774,0pWwt5vGNzezEhfAcc420Y,Mr.Kitty,70,weirdcore,360102
775,12Chz98pHFMPJEknJQMWvI,Muse,75,"modern rock,permanent wave,rock",7103577
776,2VNjT0s8FW2MvcGDYGcqmr,Encode,16,neurostep,2216
777,1XfKVxO4LAnU6IgZAO6L2I,Receptor,28,"neurofunk,russian dnb",9001
778,0WCfu8x76QX3CjVgiE3Hn2,DRS,46,"drum and bass,liquid funk,manchester hip hop",27444
779,3zFifbXLmrHvaVBHwEi1mB,Go'diva Malika,21,,12
780,6RAx8RRxoHeJIqD2d0EjOa,HVOB,49,electronica,178702
781,3Qq7zIJykWF3wiixDwJqGY,Godzly,7,,34
782,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,88,"art pop,electropop,pop",66958077
783,707cnVfI3ISM4j5uzfTc7J,Hidden Citizens,52,"bossbeat,epicore,modern alternative rock",119474
784,3igI0aSNJI6ja6qwy4mv4e,Rånya,38,,543
785,7b85ve82Sh36a3UAx74wut,Twisted Sister,62,"album rock,glam metal,hard rock,metal,rock",2139064
786,1zPtT8rIn2NjlXr37K57Mb,Кипелов,38,"russian heavy metal,russian metal,russian punk,russian rock",215372
787,0CxqGKjjkYcLoWAHGPMQ1W,Шпільман,17,,0
788,4vnHYBuYvwXDeMWtNxSh9R,SHARON,29,,5608
789,7Egs7NVoMTCtbGz9rerFd4,QUIRK!,12,,68
790,5iuj1a1fDnEzv7z5IzC1e4,SICB0I,8,,6
791,5ZCeCsLU92i1Uv75rarNNn,Elle Hollis,21,,1121
792,05SdqPzK4m3k1ljK2wrTSP,Hobo Johnson,54,"emo rap,sacramento hip hop",686809
793,0wOXK4GjUAFUDhd7mvKBbW,Da Hool,56,bubble trance,23203
794,1G9G7WwrXka3Z1r7aIDjI7,Outkast,73,"atl hip hop,dirty south rap,hip hop,old school atlanta hip hop,pop rap,rap,southern hip hop",2005255
795,6nB0iY1cjSY1KyhYyuIIKH,FKA twigs,65,"afrofuturism,alternative r&b,art pop,dance pop,escape room,experimental r&b,pop,trip hop",1059132
796,7IfculRW2WXyzNQ8djX8WX,Erykah Badu,64,"afrofuturism,alternative r&b,hip hop,neo soul,r&b,urban contemporary",2429760
797,5Q0sv5SeMZln6szEW49dHL,vowl.,46,"drift phonk,traprun,wave",21888
798,540KBiwbWK1nVD1jtTQA0A,Rawtekk,26,"darkstep,german dnb,neurofunk",10296
799,78GHS9zWXcj8tBke222g5N,Pretty Pink,47,german house,28172
800,3uyGXP74exNBF2EEGpFddA,Tears & Marble,21,,1677
801,4DL9ezuihh5ZIyYl1NhhNM,Sharlot,34,russian alt pop,55477
802,1fLIzbK5e8MGrLKj1dEMsg,DJ SMASH,46,"russian dance,russian edm,russian hip hop,russian pop",138269
803,6nxWCVXbOlEVRexSbLsTer,Flume,71,"australian dance,australian electropop,australian indie,downtempo,edm",2300917
804,1I41xgLiwTZvdFsOSgGMvs,Paul Jones,27,"british blues,merseybeat",4622
805,58obmxGKVKCenZAkACSMgJ,Sarah Rebecca,53,,4248
806,1QYA7hFYKc0EuhE2MGpjH7,KOMPROMAT,35,"french indietronica,french synthpop",37856
807,4z6kZb2cYPUxzVyzpNCKDj,Adele Haenel,25,,441
808,6JV5z8Tb269XfH6yG6iGIK,ARKUSHA,28,zhenskiy rep,7674
809,6mQfAAqZGBzIfrmlZCeaYT,Chaka Khan,62,"disco,funk,neo soul,post-disco,quiet storm,soul,urban contemporary",1362739
810,4iVgJuw0Isvvxb69DzS1Oy,Biting Elbows,40,,35722
811,538YHEukGawcsd20j66mMh,Dan Korshunov,30,zxc,1782
812,3WpZjF09mLHhJkuhss911L,Alimirzoe,3,,82
813,5KORW1YGiERJqfuYjXMCyz,Mattafix,62,reggae fusion,84015
814,3hjgDpzMEj8wWDo8vXqywg,Pasosh,38,"russian alt pop,russian post-punk",157377
815,6NEDSOL5jZ6sXWpEXBLLUn,OZORA,24,"russian alt pop,russian electronic",39127
816,0xByDfltDVpk6LDsUMHyI2,Poshlaya Molly,56,"russian alt pop,russian electronic",1453260
817,02km6XNi0ky2Y9IvlYR0Om,Skyweep,6,,509
818,42TogPbYEXl164PrqTEVBW,Louisahhh,33,destroy techno,22669
819,6ySxYu68zTsO5ghsThpGtS,Cosmic Gate,52,"edm,german techno,german trance,pop dance,progressive house,progressive trance,trance,uplifting trance",238082
820,0vqrIH6O2kBhSBGz7pwRC9,Aruna,31,vocal trance,7983
821,0coQMKjaF93ludIabGszMf,SHMN,12,,388
822,5ElPfQRRENBPxT66eZcfRJ,Roman Bestseller,25,,1028
823,0dE2azLipjakJifWO2xrOO,Hopex,46,"bass trap,traprun,turkish trap",59271
824,4izrO0NDuUwNm5LTPxi34l,Шым,20,,1011
825,7wNpyJ6UV0eXhBppeXmKSm,IRAH,11,danish indie pop,4501
826,6GlDvfTZyhrZIJYQTufgET,Aluna,2,,187
827,3zNM2tRfTX6LI1lN2PlrTt,Westside Connection,58,"g funk,gangster rap,hardcore hip hop,hip hop,rap,west coast rap",1144813
828,11chB4Th19iMA7j65oGMk1,Funkin Matt,46,"deep groove house,electro house,house",26190
829,385fK73L7PCt3RMlZQOu6t,MXMS,36,"dark pop,la pop",20541
830,0x9j5hqljRaIIGjDSmsLT0,L'One,40,"russian alt pop,russian hip hop,russian pop,yakut pop",514443
831,6wbEgVlGqWb4I9tbMluu5Q,MONATIK,49,"russian alt pop,russian pop,ukrainian pop",1148056
832,5g97nXsHBZDyY6wPKckqLc,Portwave,54,drift phonk,26498
833,06MSAITCPRhtuJMD4UL96s,Danny Olson,42,"melodic dubstep,pop edm",17648
834,6GDmNNVw89zybNtHJP8TBo,Henry Hartley,14,,396
835,3AwNBhYb8tZmJ5m0VIKHp2,Перемотка,46,"russian alt pop,russian post-punk",102682
836,6siNfa7hLrkGLTtFSTkHxs,Frost Raven,4,,1508
837,1Xw4E3IabrEFoiT1o4vJB1,Dolph,20,,1377
838,7rN3Agir6FaZNfhf5V7mfN,John Frusciante,54,"acoustic rock,alternative rock,blues rock,rock",544758
839,3BZsrfqi9CKHBVgcV7uqFj,Valentin Stip,26,,15749
840,1l2ekx5skC4gJH8djERwh1,Don Diablo,67,"dance pop,edm,electro house,future house,house,pop dance,progressive electro house,progressive house,tropical house",1798461
841,1v72Rce059jDXsfZBCDEEv,Paije,2,,2
842,7u6LfVyYpEzMpHLL7jTyvU,Dwele,64,"neo soul,r&b,urban contemporary",261207
843,1Sk2zwgtHpM1X6mTHefe8I,eXcess,8,,642
844,4uRYpUQZrNrY5t8tAv3XrD,NERO,55,"drum and bass,edm,electro house,melodic dubstep",822235
845,1mB4aweE1XGdjbFVFC8i5m,Ki:Theory,36,electronic rock,24705
846,7A0awCXkE1FtSU8B0qwOJQ,Jamie xx,59,"electronica,future garage,new rave",710691
847,3X2DdnmoANw8Rg8luHyZQb,Romy,51,,28805
848,4lu50np3LdTkRL09T7x8UP,Agoria,48,"electronica,microhouse,minimal techno,new french touch,tech house",84729
849,4PqSBgXKxQuqclKpwB6iuc,Blasé,43,,2055
850,2xiIXseIJcq3nG7C8fHeBj,Three Days Grace,73,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge",5316887
851,6qhCyOV0SGO0E140bupXXq,Major Look,25,,2996
852,5EiDVD35ofoSKq1KE0jcs8,Izzamuzzic,62,"kazakh pop,russian electronic",64772
853,6ssXMmc5EOUrauZxirM910,White Lies,57,"alternative dance,indie rock,modern rock,new rave,rock",464967
854,4CU795ZKZ6Vn5GvkXrbxy9,FolkBeat,27,,3267
855,7ogaExdzNmo6TWvE91MxEo,Kiko King & creativemaze,27,,4204
856,2W0pxYl0crCTJn0xKwvY73,Son of Kick,19,,6183
857,1Bk2KyFVMN5PeyVyDIiLqF,Lady Leshurr,40,"afroswing,birmingham hip hop,grime,trap queen",188906
858,1Lfz8ISr2g1d33hirTmajR,Paigey Cakey,35,london rap,33498
859,4sb7rZNN93BSS6Gqgepo4v,Too $hort,63,"cali rap,gangster rap,golden age hip hop,hip hop,hyphy,oakland hip hop,rap,southern hip hop,west coast rap",1260942
860,46BNHwKFXtqbecdsfVbIU6,Meter Mobb,34,,1343
861,5hQYZqZaPcRceL82mFZTO5,DakhaBrakha,42,"ukrainian experimental,ukrainian folk,ukrainian folk rock,ukrainian indie",128612
862,15nEVeIcqkAHozFdELFtrN,Head Splitter,31,dark clubbing,6042
863,053q0ukIDRgzwTr4vNSwab,Grimes,66,"art pop,canadian electropop,chillwave,dance pop,grave wave,indietronica,metropopolis,pop",1727616
864,623ecFS6T9xsx9Rb98eii5,Marc Romboy,37,"german house,german techno,microhouse,minimal techno,tech house",46611
865,0j8SBJBFRlQk98KDihCL5X,BLESSUS,22,,502
866,6JmzdIDSQdeHg0pocIascm,Thomas Jack,45,"deep house,deep tropical house,tropical house",84217
867,0bRtSoJSpQdnbB3dWrWprR,The Acid,37,organic electronic,90808
868,0XK6kT7xcZAlcYrNjOgzJe,Carla Morrison,69,mexican pop,3150342
869,2aOoD3zsuYforFcDvUpZoH,KRANE,38,"bass trap,electronic trap,future bass,pop edm,traprun,vapor twitch",43479
870,7zySlNgrPI1dWfMBIjTIKD,Lemay,33,,4762
871,318Hgipp6taFiCWfOcNOq2,Ahsha,27,,911
872,0AlNB0yIoyxdKloLmK9AOR,Hex Cougar,43,"future bass,la pop,melodic dubstep,traprun,vapor twitch",28060
873,63fbQTZ9yW3SUsBRYcn1Wm,Julia Minkin,52,,297
874,19s3OlHgx1FuQEcBFcEMuX,Lisa,7,belarusian indie,708
875,6X3N6AIX6d8hH0EcZkhzVR,GROT,32,russian hip hop,127446
876,5I37oVgAnT7OGiqKJSMVRH,Kasta,38,"russian gangster rap,russian hip hop",291192
877,1LhB1j0Zq3tjBeG3k8gq7V,Technimatic,46,"dancefloor dnb,drum and bass,liquid funk",37986
878,601g3yFaEu1D7gjvuk9TbH,Lucy Kitchen,32,southampton indie,807
879,5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,77,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap",7889764
880,2TcGJdSOiOvITBzhvfX8XB,Shouse,71,"aussietronica,pop dance",91189
881,0CVD1jYtPtW8sbOnPFxw0R,Unworldly,26,"russian electronic,wave",1584
882,1JPy5PsJtkhftfdr6saN2i,Bassnectar,54,"bass music,breakbeat,brostep,edm,electro house,electronic trap,glitch hop",607963
883,132sZpCaM8ie6byAEcOcRs,HÆLOS,40,"alternative dance,electronica,vapor soul",78160
884,53F5SvNgYKGlw18TlSviGg,Bulb,12,djent,4877
885,2rkxM3pdssb12wllaVcYSC,The Seshen,27,experimental r&b,11810
886,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,85,"art pop,pop",17282636
887,5SXEylV07TC57eanSxxg4R,Stick Figure,65,reggae fusion,471986
888,6MxlVTY6PmY8Nyn16fvxtb,Slightly Stoopid,63,"reggae fusion,reggae rock",627549
889,3EnbnmqrrvApHJs6FMvYik,Elder Island,49,"electronica,indie soul",145088
890,7cayVDvqoJgdZZtBELg0e3,Complex,25,"greek trap,greek underground rap",13537
891,2y2N214hXiUO9Y1VyYl8tB,dwmnd,33,greek hip hop,2147
892,39MSMcTSVkk9Wy5X1Dozwp,Hatemost,40,"greek trap,greek underground rap",16119
893,5vcLO0kMM1sarGeTNRoQks,Styl Mo,44,greek trap,14656
894,7CkD6EhsfLIn8UMhw9QsPf,The Centurians,35,surf music,10832
895,3OqTvcWgb0xaainosGVvuZ,Gala,60,"eurodance,europop,hip house",56946
896,2mffFgZDoS2b9aTOtoOS9n,Leonid Utyosov,27,"russian folk,russian jazz,russian rock",16423
897,2fbS1VX2Iod9PfNjRvG1Wj,Эдита Утёсова,0,,4
898,3B2czCg33JaJkntjWiCEO4,Caveboy,35,quebec indie,6638
899,1gVEW5FbtR5sxgmGb8Wgfi,Five Knives,27,,5611
900,3yIaztMpWpY062GREPfQo5,Hot As Sun,8,,1388
901,6nDLku5uL3ou60kvCGZorh,Bloodhound Gang,60,"alternative metal,comic,funk metal,funk rock,nu metal,punk,rap rock",850689
902,688qufssIBfmoD8BJxZD9Q,King Plague,32,"wave,witch house",29936
903,38uwE7kKWgoLaTxmnq6QfM,Raskar,15,russian reggae,2277
904,6zrgIu0skCCFS7Ke9xOj1r,Timecop1983,49,"cyberpunk,synthwave",145512
905,2PsCG6VGvQFC8A8zNPV67C,SEAWAVES,28,,2629
906,2vuj3M83t4KEy5rqgK4j7x,Omn Twee,21,,1627
907,5qgeG4MsrfCsA6ETMyqprD,Vopli Vidopliassova,35,"classic russian rock,russian rock,ukrainian folk rock,ukrainian rock",43516
908,6WH7pGS92svtHEKd0ipK1g,Sound Shocking,8,dubsteppe,147
909,6hKLYGlOtGVNzZUuvS99Nw,Владимир Высоцкий,39,"bard,classic russian pop,classic russian rock,russian rock",150925
910,0dfQQdIIZHgAam7wcpi7NP,Инструментальный ансамбль «Мелодия»,37,russian jazz,1588
911,7261uGwj3pgHfcHe5StaW9,Truckdrivers,14,"russian hardcore,russian punk,russian ska",3016
912,62RdOEwjfXjFOQpKdufMR7,Hilight Tribe,54,"didgeridoo,psychedelic trance",130055
913,29zsVzEH33dD5QqxeL8dvy,Vini Vici,61,progressive uplifting trance,444885
914,1l9d7B8W0IHy3LqWsxP2SH,Phantogram,66,"chillwave,indietronica,metropopolis,modern rock",714867
915,1z5xbcOeFRQXBVDpvRPh8H,MEUTE,50,"german dance,hamburg electronic,livetronica",264011
916,5oCq1yafGo6ND2PnmhINPL,Mujuice,37,"russian electronic,russian hip hop,russian rock,russian synthpop",157104
917,2bMw6rIx4S9uymqxxQ1vkh,Dana Jean Phoenix,34,"popwave,synthwave",9939
918,3z66XA0pztleqKn1xlI9Zr,Moa Pillar,21,"abstract beats,deconstructed club,russian electronic,russian experimental electronic",7361
919,4xcn3zUUGf03kOIJueXHVp,Kasper Bjørke,38,"danish electronic,danish electropop",32030
920,2BSzMvV61Z1V6ZmGBcnCZT,Sísý Ey,26,icelandic electronic,3066
921,5R9d1YP5jtBw2IrQItGzQI,Michael Mayer,33,"cologne electronic,microhouse,minimal techno,pop ambient,tech house",35985
922,27LGatz1m8aJ7ZaVVWEphc,Gui Boratto,47,"brazilian house,microhouse,minimal techno,tech house",140934
923,0dREaOCPAtIhlJG3ZbbEt3,Luciana Villanova,24,,139
924,6FBDaR13swtiWwGhX1WQsP,blink-182,75,"pop punk,punk,rock,socal pop punk",7086039
925,5aYyPjAsLj7UzANzdupwnS,Good Charlotte,64,"pop punk,pop rock,rock",2274056
926,20O4Ik25BbWfWBz0kZtsxX,M.A.N.D.Y.,34,"microhouse,minimal techno,tech house",45137
927,2QZNC8pRGkdQSuQnqBP29g,Rido,28,"darkstep,neurofunk",11088
928,4FtcVLw0u7qvqrJYLHkHZn,Michele McLaughlin,40,"christmas instrumental,new age,new age piano",22512
929,24DO0PijjITGIEWsO8XaPs,Nora En Pure,61,"deep house,electra,house,progressive house,swiss pop,tropical house",333839
930,1Rmh4YOuttbNyVthCkTokT,Passenger 10,39,"progressive electro house,progressive house",11595
931,1crcGCZNNAGSrzuus45RFb,Shaplin,1,,94
932,6wgV4T2ji0GHlBVJYdtdpb,Purepath feat,0,,1
933,54qqaSH6byJIb8eFWxe3Pj,Mefjus,48,"austrian dnb,drum and bass,neurofunk,neurostep",50665
934,7CvG0Ai6a66YcdF1nBX9yO,WDL,35,,12614
935,134GdR5tUtxJrf8cpsfpyY,Elliphant,48,swedish indie pop,127094
936,7x5rK9BClDQ8wmCkYAGsQp,Paolo Nutini,68,"british soul,neo mellow,scottish singer-songwriter",1175131
937,15iLwKufC68VF9mNjmIE7D,F.P.G,27,"russian punk,russian punk rock,russian rock",44160
938,1Zp054Jc86WVKCxKEqZGOA,Jack Garratt,46,"uk alternative pop,uk pop",353032
939,1TRyeXs6NXHSFqoXHR1w5e,Balkan Bump,33,livetronica,10785
940,0gdEDrF1Fve7FIBYcmX7W4,Kelly Finnigan,46,"neo soul,souldies",15258
941,2ABBMkcUeM9hdpimo86mo6,Tourist,53,"chillwave,electronica,indie soul,tropical house,vapor soul",151401
942,4nrYpl9BhgdFDOswIw3SZU,Kill J,26,"danish electropop,gauze pop",9187
943,6bWylzDlsTfR8khADRQJfd,Trevor Something,46,"popwave,synthwave",93084
944,3OQ8u3CgaqIydaf5ASMgT7,Смех,21,"russian pop punk,russian punk,russian punk rock",30562
945,0CbeG1224FS58EUx4tPevZ,Timmy Trumpet,71,"australian dance,big room,edm,electro house,melbourne bounce,melbourne bounce international,pop dance",920410
946,7wmCy21VjfmbP8DznMJe8v,Plastik Funk,49,"electro house,pop edm,pop house",13694
947,074o5uxL2Q6HVCkuqsArUO,K.E.FEAR,2,,255
948,2zJJIWKT0LiwdxcwW9RajQ,Dax J,31,minimal dub,51229
949,27a0GiCba9K9lnkKidroFU,Canned Heat,57,"album rock,blues,blues rock,classic rock,country rock,electric blues,folk rock,hard rock,mellow gold,psychedelic rock,rock,roots rock",526923
950,0rasA5Z5h1ITtHelCpfu9R,Paul Kalkbrenner,62,"electronica,german techno,leipzig electronic,minimal techno,tech house",1066620
951,08Ut1tYxtmgIInVyQqohkM,Fritz Kalkbrenner,55,"german house,german techno,minimal techno,tech house,tropical house",338780
952,2pTCZ9C1fXdaVlv6d5EIXM,Chrome Sparks,45,"chillwave,shimmer psych,vapor soul,vapor twitch",123451
953,2AminfyJLRagEeHO6H6bCS,Two Fingers,39,"ninja,turntablism,wonky",45594
954,7o7mC95EDbJKTcPAAs8C3r,Big Gigantic,57,"edm,electronic trap,electropop,vapor twitch",240633
955,4xRYI6VqpkE3UwrDrAZL8L,Logic,77,"conscious hip hop,dmv rap,hip hop,pop rap,rap",5769551
956,6jsjhAEteAlY0vCiLvMLBA,ROZES,60,"electropop,indie poptimism,pop edm",107000
957,2YONdQ9NPqpvozhu9q9ZAj,DKA,15,belgian techno,5366
958,6JBCyQozoQ0ylcCauIexZD,Whitey,40,,26328
959,3VXCvo9Sr0hbZ4mk6VOKBs,Ivy Lab,43,"electronic trap,halftime dnb,liquid funk,vapor twitch",66360
960,2GVzsXcXyU95u2EahzwqN7,If These Trees Could Talk,38,"american post-rock,instrumental post-rock,post-metal,post-rock",126210
961,2W2NUrosOnwAI1hZIVbwit,nelick,39,"french hip hop,rap calme",88219
962,1kmpkcYbuaZ8tnFejLzkj2,MiyaGi,58,"russian gangster rap,russian hip hop,russian reggae",1904092
963,7su1fG75ZwXHA6ei9Zcy7T,Stavroz,48,"organic electronic,organic house",129678
964,192sKI0OYrv2EUJnSME4bL,Royalston,30,"deep liquid bass,drum and bass,liquid funk",10515
965,3f1P7ZNSNeAx1hCJk3fTST,Hannah Joy,24,,151
966,6cmp7ut7okJAgJOSaMAVf3,Machinae Supremacy,42,"bitpop,future rock,power metal,swedish metal,swedish power metal",62697
967,4MxsTQbn9jctKNfDlYrYNh,Tinush,43,"deep euro house,new french touch",24586
968,5ULtLONUGHfJcD7Klnie1c,Пневмослон,37,"russian punk,russian rock",56307
969,2zMQOJ4Cyl4BYbw6WqaO3h,L7,47,"alternative rock,grunge,punk,riot grrrl,rock",253332
970,73A3bLnfnz5BoQjb4gNCga,Bicep,61,"ambient house,electronica",370350
971,1VJ0briNOlXRtJUAzoUJdt,FISHER,67,australian house,661006
972,0xe3AMjZeR6z3g4O6Vppjq,Ooyy,49,swedish tropical house,52407
973,7rSykIe3Og1NMbIV6LOeVx,CHVRN,35,"russian electronic,russian witch house,wave,witch house",35926
974,1apmSb6aeHZyr9zUsy1Z9q,VaVa,41,chinese hip hop,57292
975,4ymOh62uwUvxBKL373I685,Nina Wang,23,,185
976,2GFsWXpTIn6G1kRjW3RAQX,Ty.,37,chinese hip hop,18808
977,605Ig1Q3v2pdJvzrILudmP,acuteparanoia,2,,491
978,1mwaNeRTnMjH53H6eyxKw2,DZA,28,"abstract beats,russian experimental electronic",2812
979,3X1fGv94hiyQQ8Sc7GRE0K,Pavel Dovgal,30,"bass trip,wonky",13810
980,1Na1sVrGWKwAigaW7a6hi5,Boston Bun,46,pop edm,29259
981,546WiMGysEqWZTzP8hJvB2,Mickey Avalon,46,,77426
982,02fJjARzvtfuvBPVGC99jR,Yuko,29,"ukrainian pop,ukrainian rock",10705
983,7cfKXiA9YUupXEjCUWPtxY,Dom La Nena,44,nova mpb,37088
984,44HccIgqCgFtXc9rpDBJ7W,Jeremy Sole,32,,1730
985,3DcUZWi75daQu9UMmNIr5x,Atropolis,30,,1441
986,0cWqRMk3D45eG7PpILb4OL,David Keno,29,,8369
987,0lJLlgeQjGxk0BrTaElYJn,ME & her,21,"deep techno,swiss techno",1027
988,5Ol4ibSVNXPuCJT46iSkbX,Gift Of Gab,42,"abstract hip hop,alternative hip hop,turntablism,underground rap",53727
989,7gmnd7TvnFQwMo8Suqaln0,Deuce Eclipse,15,latinx alternative,511
990,2jYMYP2SVifgmzNRQJx3SJ,Modeselektor,47,"alternative dance,electronica,microhouse,minimal techno",217734
991,44XzG6GoJZNtkIGW19hsUK,Tommy Cash,51,estonian hip hop,224622
992,2Uy2vJpioCLyHy3zZN3QIU,Змей,25,,1256
993,6wWVKhxIU2cEi0K81v7HvP,Rammstein,79,"alternative metal,german metal,industrial,industrial metal,industrial rock,neue deutsche harte",7453562
994,3Fu4HcdXhfgaXrL1IEtvNE,RICHARD Z. KRUSPE,34,,1437
995,1rCIEwPp5OnXW0ornlSsRl,Metric,61,"alternative dance,canadian indie,canadian rock,electropop,indie pop,indie rock,indietronica,metropopolis,modern rock,neo-synthpop,new rave",698846
996,1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,70,"east coast hip hop,hardcore hip hop,hip hop,hip pop,pop rap,rap",2152557
997,4zdcKwAK7lkYxgER54yfcP,The Soulsonic Force,39,,483
998,5DKuVtlpDH0agZQUFDy8O7,Pharoahe Monch,53,"alternative hip hop,conscious hip hop,east coast hip hop,hardcore hip hop,hip hop,queens hip hop",208511
999,6bGGNKSoVPYPUPoVh75g1z,The Third Degree,20,"miami bass,modern mod",1596
