,artist,name,pop,genres,followers
1272,5OReTeTBZ578sj07hDS0x7,Alex Schulz,50,"deep house,deep tropical house,pop dance,pop edm,tropical house",202984
1273,5TsTAKINhG8fPW6y1LKUcB,Schwab,24,,1123
1274,5jHcWYiZoV18ALtgTjirLW,Saint Cava,20,"scandinavian r&b,vapor pop",5430
1275,14Re45nZLhVUv0Jl6RyAmf,Herbal T,32,,6661
1276,0jXXXUhL8qWQWk9lXXDDyC,Robert D.,35,,2350
1277,1hGAhpt0upsyqxB33Cxwz0,Beat De Boul,26,"french hip hop,old school rap francais,rap inde",6714
1278,78fgVKTFR2q7WBcncpK6jl,Moonlift,0,,18
1279,15mGoF7xgIMiIasAgrrQPs,James Zabiela,18,uk house,25784
1280,3zO2ODcb95Y96n0Gl1bzHt,Elysium,29,"russian punk,russian rock,russian ska",73956
1281,7Eu1txygG6nJttLHbZdQOh,Four Tet,57,"electronica,folktronica,intelligent dance music",597710
1282,2FwJwEswyIUAljqgjNSHgP,Snakehips,63,"edm,electro house,pop,pop dance,tropical house",343630
1283,2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,78,"canadian hip hop,canadian trap,melodic rap,pop rap,rap,toronto rap,trap",4516072
1284,5zovXI5By2gUhdr7EByjLa,Monkey Safari,52,"deep euro house,electronica,organic house,tech house,tropical house",90837
1285,2IjiuEObrCKyZvSb8xLxG9,filous,55,"deep tropical house,tropical house",116003
1286,6aAestjbtEbALwyIYPg8Na,LissA,58,indie electropop,15298
1287,0CRJK2gwHjs3IKm4uhjNTR,Pythius,32,neurofunk,15033
1288,5Lr1Om17ha56YMl8ejZIKe,Neuromonakh Feofan,34,"hard bass,russian dnb,russian rave",101963
1289,1le4tpMyNV9gHlLu9Fut16,Tigerberry,0,,191
1290,3C6wnYcGabhhfhh6YjjNO1,Tony Krunk,0,,5
1291,06nevPmNVfWUXyZkccahL8,Gregory Porter,61,"contemporary vocal jazz,jazz pop,neo soul,vocal jazz",552356
1292,3MlDj97Ef9fYxNTSIeMUaI,Men Without Pants,0,,163
1293,4fv5w0LJib9OMbXQegqZ01,Dan The Automator,46,turntablism,41142
1294,7eNC6QDjA4nOJ20flMhsM6,Russell Simins,9,,709
1295,2gn4jnqcC9yMXt6433gleQ,James Everingham,30,epicore,3537
1296,3SXDCIdqI1AR686ukKtKCq,Bi-2,48,"belarusian pop,belarusian rock,classic russian rock,russian alternative rock,russian rock",1642233
1297,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,82,"alternative metal,nu metal,post-grunge,rap metal",22255337
1298,6S2tas4z6DyIklBajDqJxI,Infected Mushroom,55,psychedelic trance,654604
1299,4W3fa7tiXGVXl3KilbACqt,Gustavo Santaolalla,61,"argentine ambient,latin classical,latin soundtrack,orchestral soundtrack,soundtrack",243957
1300,1LFGVkNRmXz8jIkyPjaGNL,De Hofnar,60,"deep house,deep tropical house,tropical house",60126
1301,6OwOuTjrLVrlMH1nxxIjbT,Elzhi,38,"alternative hip hop,boom bap,detroit hip hop,hip hop,soul flow,underground hip hop",72133
1302,30fiiwr2EeZp1tAhzYCmyM,Big L,58,"east coast hip hop,gangster rap,hardcore hip hop,harlem hip hop,hip hop,rap",702739
1303,1MW1wqNtF2hNgsPfGDhrHB,Catching Cairo,47,uk contemporary r&b,1223
1304,3GFFvgdcY4wSg6dbtIc3pH,Grimm,35,,2553
1305,32e9B46zV3oVN4PK5jvqYd,Unreal,3,,62
1306,4veIvBHKoUacjuoMOm3vsg,Ten Walls,43,lithuanian electronic,91604
1307,2n73yy6NNrGAo8wMDzmRax,Julian Winding,28,dark clubbing,10135
1308,1Bhw1NGkIlsdVb8NXOymzk,misstress barbara,22,,5650
1309,4qQtZelRER4kehsb0dVJ82,Mang Esilo,0,,8
1310,7xTKLpo7UCzXSnlH7fOIoM,Redman,64,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,new jersey rap,rap,southern hip hop,wu fam",986066
1311,4UOlRVifrFdQHW9qu5ep8t,Tech N9ne Collabos,54,"country rap,kansas city hip hop,pop rap,rap rock",460476
1312,7tjbDPvrdvDshcpEMXKRVb,Gerry Rafferty,60,"album rock,classic rock,classic uk pop,folk rock,mellow gold,singer-songwriter,soft rock",267331
1313,3mZqziCJj4pq3P2VBpmK6p,Friendly Fires,44,"alternative dance,dance rock,indietronica,new rave",227314
1314,31CtLHmSL7Oa7TPU9YyBEu,Aeroplane,44,"alternative dance,balearic,belgian edm,filter house,nu disco",50662
1315,3C4MmUJYQN9svNdedAR2BK,Lisa Gerrard,61,"ethereal wave,neoclassical darkwave,oceania soundtrack,soundtrack",150260
1316,03GruNQP8X25PCoWzdvIGZ,Klaus Badelt,60,"german soundtrack,orchestral soundtrack,soundtrack",105655
1317,0YC192cP3KPCRWx8zr8MfZ,Hans Zimmer,74,"german soundtrack,orchestral soundtrack,soundtrack",3072050
1318,3TaTCYiv3QcamWjvRCcz6Q,Gavin Greenaway,61,"british soundtrack,soundtrack",10864
1319,6djeIA7Gl9v9gvnpRc1eIF,The Lyndhurst Orchestra,60,,6864
1320,6rOvhIEkClSVqWQTQjdQVc,Mathias Ache,17,deep techno,487
1321,0Z7OZE3TcRjKAgmiqk7qas,Mule,18,,1365
1322,6C584ZR0iL4ZkGTdFdcvKS,Alex Q,17,deep euro house,731
1323,7nGjTro455bDBjl8xDgljG,Jule,17,,1
1324,0ff7NMD3Wk4sL2CIe3xHSY,Le Garde,7,,343
1325,0XSZ0HEPsVJNzVWsj3a6xP,Лампасы,27,"russian punk,russian rock,russian ska",12546
1326,19bG4KhSaqIdhGsywYb7Mf,Redska,25,"euroska,italian ska",11440
1327,20XsDMN8RhkHSmnH2DrgAz,Rude Tins,16,modern ska punk,1649
1328,0Z2EpubIhxnq4B6PV0I8n3,Christian Smith,31,"minimal techno,swedish techno,tech house,techno",28117
1329,67tgMwUfnmqzYsNAtnP6YJ,Groove Armada,58,"big beat,electronica,nu jazz,nu skool breaks,trip hop",598344
1330,4F7Q5NV6h5TSwCainz8S5A,Duke Ellington,55,"african-american classical,big band,harlem renaissance,jazz,jazz piano,swing",787197
1331,2hGh5VOeeqimQFxqXvfCUf,John Coltrane,62,"bebop,free jazz,jazz,jazz saxophone",1438770
1332,3x7BaW5q1SDNv6bVrbOCmX,MOVEMENT,42,,58111
1333,03r4iKL2g2442PT9n2UKsx,Beastie Boys,67,"alternative rock,east coast hip hop,golden age hip hop,hip hop,old school hip hop,rap,rap rock",2290322
1334,1urjDGTd4iBze91Z1W1gu7,Total,53,"contemporary r&b,hip hop,hip pop,neo soul,r&b,urban contemporary",426711
1335,1G3Eh23f2hwhEnAMw7HsZ6,Bomb The Bass,39,"big beat,electronica,hip house,old school uk hip hop,trip hop",33218
1336,1fpXM23IoNckJ7NDAm8YJQ,Mark Lanegan,49,"acoustic rock,alternative rock,grunge,palm desert scene",228351
1337,0C0XlULifJtAgn6ZNCW2eu,The Killers,76,"alternative rock,dance rock,modern rock,permanent wave,rock",6621485
1338,2WOMBqEsllg2ICn7D2L8ta,Jehnny Beth,41,,18458
1339,76QHVIjgqlkWB9LNGliman,Joe Hertz,48,"indie soul,uk contemporary r&b",75212
1340,6cP3Wpz5sIVqvADsE7D6eG,Shahmen,49,spiritual hip hop,134114
1341,1yjAx9cww4f1QuAaN3dUI2,Desireless,52,"french synthpop,italian disco",56638
1342,1ShZZUjkbXCjhwrb18BA8I,Bryce Vine,66,"electropop,pop,pop rap",461335
1343,2iIn8H3l2NNBNHFpYKWbfo,The Kingsmen,47,classic garage rock,35008
1344,5INjqkS1o8h1imAzPqGZBb,Tame Impala,78,"australian psych,neo-psychedelic",5850823
1345,77hVVk6Pufsl0qkxQJCtpR,Hannu Väre,2,,4
1346,1XG7dMPAsHbJMF0llUxb33,Diane Charlemagne,23,,974
1347,7BEMpta6uxRRKiei6jmTqd,25/17,39,"russian hip hop,russian rock",224076
1348,7wwhvSqUAsbz7ZytluHnoP,Дмитрий Ревякин,15,russian folk rock,5243
1349,10oSboDn5ncLNjjFIgJXm6,Нервы,53,russian pop,1156051
1350,4n7LqAJhu3k6rrKMu3VfDa,Matvey Emerson,51,"covertronica,groove room,tropical house",8083
1351,0Tdo9YdoMdoj41B2KNTywZ,André Sobota,29,"minimal melodic techno,progressive house,progressive trance house",5176
1352,0tWM5j1WRB9SlPxvkf83md,Keith Flint,3,,1146
