,index,track_id,name,artists_names,artists_ids,artists_count,popularity,duration,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0,0oIbkBXuNKpRGrePp7cAeo,Gamma,NTO,7ry8L53T4oJtSIogGYuioq,1,51,6.354233333333333,0.664,0.72,1,-9.668,1,0.0485,0.000697,0.798,0.126,0.0323,125.009,audio_features,0oIbkBXuNKpRGrePp7cAeo,spotify:track:0oIbkBXuNKpRGrePp7cAeo,https://api.spotify.com/v1/tracks/0oIbkBXuNKpRGrePp7cAeo,https://api.spotify.com/v1/audio-analysis/0oIbkBXuNKpRGrePp7cAeo,381254,4
1,1,4ThfpcndTEm9P198k5BTEV,In Mexico,"Trashlagoon, Parra for Cuva","2Ceq5nkABzryK0OkaQYtzg, 238y1dKPtMeFEpX3Y6H1Vr",2,35,6.986483333333333,0.666,0.622,8,-9.989,0,0.0336,0.736,0.873,0.115,0.13,117.998,audio_features,4ThfpcndTEm9P198k5BTEV,spotify:track:4ThfpcndTEm9P198k5BTEV,https://api.spotify.com/v1/tracks/4ThfpcndTEm9P198k5BTEV,https://api.spotify.com/v1/audio-analysis/4ThfpcndTEm9P198k5BTEV,419190,4
2,2,18DjkS5pjqCBROtTVH4GK6,We Do What We Want,Alan Fitzpatrick,40JyDxGqtYSowWYT2jaive,1,53,8.426283333333334,0.77,0.966,6,-6.703,1,0.0422,0.000438,0.932,0.098,0.349,126.01,audio_features,18DjkS5pjqCBROtTVH4GK6,spotify:track:18DjkS5pjqCBROtTVH4GK6,https://api.spotify.com/v1/tracks/18DjkS5pjqCBROtTVH4GK6,https://api.spotify.com/v1/audio-analysis/18DjkS5pjqCBROtTVH4GK6,505577,4
3,3,6kvgeyNduS0YwPKPc6hOmH,In This Dark Time - Two Are Remix,"Aime Simone, Two Are","75oAxYtjhDyLttgvGwQIvM, 3B5IcLPD64jPRgHsSnvHUD",2,46,7.885233333333334,0.696,0.817,11,-7.488,0,0.0388,0.00779,0.656,0.107,0.271,122.004,audio_features,6kvgeyNduS0YwPKPc6hOmH,spotify:track:6kvgeyNduS0YwPKPc6hOmH,https://api.spotify.com/v1/tracks/6kvgeyNduS0YwPKPc6hOmH,https://api.spotify.com/v1/audio-analysis/6kvgeyNduS0YwPKPc6hOmH,473115,4
4,4,0GKDrQqgPf7rRNWtbWg3oy,Красное солнце,"Он Юн, Леха Никонов","5GnduOkKcO3z8phs63Qnaq, 2BdYvHPpYWy5gpgRJdyWwy",2,5,5.066666666666666,0.513,0.904,11,-3.483,0,0.443,0.0436,0.0,0.295,0.288,75.293,audio_features,0GKDrQqgPf7rRNWtbWg3oy,spotify:track:0GKDrQqgPf7rRNWtbWg3oy,https://api.spotify.com/v1/tracks/0GKDrQqgPf7rRNWtbWg3oy,https://api.spotify.com/v1/audio-analysis/0GKDrQqgPf7rRNWtbWg3oy,304000,4
5,5,1NaUJHp2z9pIjiluMMXaej,30 лет как мeртв,Макулатура,0XHvwTa9b8b6NIoQ5Ubhx5,1,28,5.285416666666666,0.636,0.582,4,-7.525,0,0.301,0.0173,1.45e-06,0.268,0.271,73.13,audio_features,1NaUJHp2z9pIjiluMMXaej,spotify:track:1NaUJHp2z9pIjiluMMXaej,https://api.spotify.com/v1/tracks/1NaUJHp2z9pIjiluMMXaej,https://api.spotify.com/v1/audio-analysis/1NaUJHp2z9pIjiluMMXaej,317125,4
6,6,6dYXU1aDwRLs9K3bG8BhA1,17/32,ночные грузчики,5VkYM90turPVbpvF9k2jyf,1,30,4.3342,0.336,0.478,0,-11.546,1,0.0904,0.0524,0.688,0.0899,0.0357,137.835,audio_features,6dYXU1aDwRLs9K3bG8BhA1,spotify:track:6dYXU1aDwRLs9K3bG8BhA1,https://api.spotify.com/v1/tracks/6dYXU1aDwRLs9K3bG8BhA1,https://api.spotify.com/v1/audio-analysis/6dYXU1aDwRLs9K3bG8BhA1,260052,3
7,7,02WWVLKv7ZvujMY47Yp2z7,Feel My Butterfly - DJ Slugo Remix,"Parris Mitchell, Nina Kraviz, DJ Slugo","58cT4ua09AH5Le3Ch6Vy5p, 1oZmFNkGAT93yD1xX4vTRE, 1cdLR0Fz14MLkWY78hNTYT",3,10,4.279066666666667,0.863,0.497,6,-12.118,0,0.0459,0.00219,0.779,0.0922,0.297,128.958,audio_features,02WWVLKv7ZvujMY47Yp2z7,spotify:track:02WWVLKv7ZvujMY47Yp2z7,https://api.spotify.com/v1/tracks/02WWVLKv7ZvujMY47Yp2z7,https://api.spotify.com/v1/audio-analysis/02WWVLKv7ZvujMY47Yp2z7,256744,4
8,8,0pnS0d2Gm829MkuRn7nlyq,Brainwasher - Fatum Remix (Mixed),"Nox Vahn, Fatum","2bqGPuC8kDCTLWieGOyWxu, 3pt2vTpH1eI776oDZT1G2C",2,4,3.683483333333333,0.574,0.899,9,-8.764,1,0.0702,0.0395,0.892,0.154,0.0396,125.969,audio_features,0pnS0d2Gm829MkuRn7nlyq,spotify:track:0pnS0d2Gm829MkuRn7nlyq,https://api.spotify.com/v1/tracks/0pnS0d2Gm829MkuRn7nlyq,https://api.spotify.com/v1/audio-analysis/0pnS0d2Gm829MkuRn7nlyq,221009,4
9,9,5n6V3YyeUczYIXFjcYvlnK,Handz Up (Stanton Warriors Remix),Ed Solo,7jnJgk7LLLdpPhXrOOZXCa,1,7,3.16555,0.707,0.811,7,-8.71,1,0.0501,0.000416,0.00535,0.0695,0.309,133.998,audio_features,5n6V3YyeUczYIXFjcYvlnK,spotify:track:5n6V3YyeUczYIXFjcYvlnK,https://api.spotify.com/v1/tracks/5n6V3YyeUczYIXFjcYvlnK,https://api.spotify.com/v1/audio-analysis/5n6V3YyeUczYIXFjcYvlnK,189933,4
10,10,3reuBRNg1pBgZi09hKKWsL,Memento - Adriatique Remix,"Shiffer, Adriatique","5RvJSmZEF6CPySmfJhfL34, 02DWGcShQivFepRvGJ7xhB",2,37,7.315566666666666,0.671,0.678,9,-6.939,1,0.0557,0.000521,0.289,0.0673,0.274,130.011,audio_features,3reuBRNg1pBgZi09hKKWsL,spotify:track:3reuBRNg1pBgZi09hKKWsL,https://api.spotify.com/v1/tracks/3reuBRNg1pBgZi09hKKWsL,https://api.spotify.com/v1/audio-analysis/3reuBRNg1pBgZi09hKKWsL,438935,4
11,11,6W8D0nI4bR63CMBUqcDP0m,Stolen Youth - Radio Edit,Roots Manuva,4sSSkVtrCTzENCgm2vokiY,1,16,3.1175166666666665,0.651,0.795,9,-4.17,1,0.17,0.114,0.00212,0.117,0.434,92.055,audio_features,6W8D0nI4bR63CMBUqcDP0m,spotify:track:6W8D0nI4bR63CMBUqcDP0m,https://api.spotify.com/v1/tracks/6W8D0nI4bR63CMBUqcDP0m,https://api.spotify.com/v1/audio-analysis/6W8D0nI4bR63CMBUqcDP0m,187052,4
12,12,1NSB47hnMR4GNJ5PvS8rkk,Меньше диаметра пули - cover,"Грязь, Лёха Никонов, MSTR.FREI","0mYPpM7VbKs7JpY6ZK6gnY, 0fLBWyma2ey3ZasM1D9Y9b, 3L2L2xgMF73EQY72vE9hgd",3,12,2.9846,0.817,0.594,8,-9.493,1,0.0892,0.0474,5.82e-06,0.0587,0.382,130.011,audio_features,1NSB47hnMR4GNJ5PvS8rkk,spotify:track:1NSB47hnMR4GNJ5PvS8rkk,https://api.spotify.com/v1/tracks/1NSB47hnMR4GNJ5PvS8rkk,https://api.spotify.com/v1/audio-analysis/1NSB47hnMR4GNJ5PvS8rkk,179077,4
13,13,4L8zHwkAAus359EISL2WZ4,Forever,Phibes,21VZgcYa29ZVvRQzmUNakx,1,30,3.9540166666666665,0.588,0.895,6,-2.933,0,0.0388,0.000121,0.259,0.247,0.0852,173.975,audio_features,4L8zHwkAAus359EISL2WZ4,spotify:track:4L8zHwkAAus359EISL2WZ4,https://api.spotify.com/v1/tracks/4L8zHwkAAus359EISL2WZ4,https://api.spotify.com/v1/audio-analysis/4L8zHwkAAus359EISL2WZ4,237241,4
14,14,7a1WyXQXzop2L21X1MLxiu,Canis Lupus,Alexandre Desplat,71jzN72g8qWMCMkWC5p1Z0,1,35,1.2608833333333334,0.154,0.106,2,-20.978,0,0.0402,0.964,0.957,0.0718,0.0354,75.227,audio_features,7a1WyXQXzop2L21X1MLxiu,spotify:track:7a1WyXQXzop2L21X1MLxiu,https://api.spotify.com/v1/tracks/7a1WyXQXzop2L21X1MLxiu,https://api.spotify.com/v1/audio-analysis/7a1WyXQXzop2L21X1MLxiu,75653,1
15,15,7wfB1SXtnZgMQRarPupAQ3,Everything is Gonna Be Alright,Lolita Kox,30VAN9M8JfWwTWJsObzuBw,1,7,4.266666666666667,0.814,0.606,7,-8.217,1,0.0611,0.263,0.682,0.164,0.359,120.001,audio_features,7wfB1SXtnZgMQRarPupAQ3,spotify:track:7wfB1SXtnZgMQRarPupAQ3,https://api.spotify.com/v1/tracks/7wfB1SXtnZgMQRarPupAQ3,https://api.spotify.com/v1/audio-analysis/7wfB1SXtnZgMQRarPupAQ3,256000,4
16,16,7hcMgzs5sC0hl5IeTH4IYB,Вечер драмнбейс шансона,"Ilwt, MC V","0ERt32BChNfR6Q3tXrDxR6, 6nZmYuMZP8i9NX3tKC56CN",2,11,3.3473333333333333,0.482,0.882,7,-7.704,1,0.295,0.125,0.0,0.243,0.498,174.021,audio_features,7hcMgzs5sC0hl5IeTH4IYB,spotify:track:7hcMgzs5sC0hl5IeTH4IYB,https://api.spotify.com/v1/tracks/7hcMgzs5sC0hl5IeTH4IYB,https://api.spotify.com/v1/audio-analysis/7hcMgzs5sC0hl5IeTH4IYB,200841,4
17,17,4ufpohq3Aw7jHYRX7DkrpI,Alert,Misanthrop,1ZScOzf2oq1jmPpY2Veuyu,1,30,3.08555,0.421,0.963,2,-0.015,1,0.0365,3.58e-05,0.894,0.268,0.118,172.023,audio_features,4ufpohq3Aw7jHYRX7DkrpI,spotify:track:4ufpohq3Aw7jHYRX7DkrpI,https://api.spotify.com/v1/tracks/4ufpohq3Aw7jHYRX7DkrpI,https://api.spotify.com/v1/audio-analysis/4ufpohq3Aw7jHYRX7DkrpI,185133,4
18,18,0OJi8KNJmavFxfaCNEOB3w,Berlin Wall,"Bogdan Elin, 3 Colours Of White","3WH4f9ith1qrz2Gg4n22Re, 7uoyUcukP109cwGL6EPO6V",2,5,5.173383333333334,0.8,0.75,9,-6.434,1,0.0442,0.0143,0.0995,0.227,0.533,126.982,audio_features,0OJi8KNJmavFxfaCNEOB3w,spotify:track:0OJi8KNJmavFxfaCNEOB3w,https://api.spotify.com/v1/tracks/0OJi8KNJmavFxfaCNEOB3w,https://api.spotify.com/v1/audio-analysis/0OJi8KNJmavFxfaCNEOB3w,310404,4
19,19,2DeV4SryfbbEM1YgedzKP4,Burns,George FitzGerald,3KOHpygRuo1ruQAbEneR3t,1,47,4.2333,0.749,0.538,2,-8.96,1,0.034,0.32,0.855,0.0904,0.122,120.008,audio_features,2DeV4SryfbbEM1YgedzKP4,spotify:track:2DeV4SryfbbEM1YgedzKP4,https://api.spotify.com/v1/tracks/2DeV4SryfbbEM1YgedzKP4,https://api.spotify.com/v1/audio-analysis/2DeV4SryfbbEM1YgedzKP4,253999,4
20,20,7MjHMjfOEaclIFyx7AgwCf,Lost In Mind - Volen Sentir Extended Vision,"Ben Böhmer, Malou, Volen Sentir","5tDjiBYUsTqzd0RkTZxK7u, 5mU7ohKXRejACFS8eZIixp, 7scXA3hBD8JyGGajVR9q9l",3,26,7.2258,0.789,0.748,10,-7.552,0,0.0481,0.00444,0.811,0.0751,0.413,124.01,audio_features,7MjHMjfOEaclIFyx7AgwCf,spotify:track:7MjHMjfOEaclIFyx7AgwCf,https://api.spotify.com/v1/tracks/7MjHMjfOEaclIFyx7AgwCf,https://api.spotify.com/v1/audio-analysis/7MjHMjfOEaclIFyx7AgwCf,433548,4
21,21,5BZcMFY4SzCK5f3r6ox2L8,Walking With Giants,Nox Vahn,2bqGPuC8kDCTLWieGOyWxu,1,25,4.4109,0.688,0.769,3,-7.32,1,0.0373,0.00326,0.93,0.141,0.372,121.994,audio_features,5BZcMFY4SzCK5f3r6ox2L8,spotify:track:5BZcMFY4SzCK5f3r6ox2L8,https://api.spotify.com/v1/tracks/5BZcMFY4SzCK5f3r6ox2L8,https://api.spotify.com/v1/audio-analysis/5BZcMFY4SzCK5f3r6ox2L8,264655,3
22,22,660YdD7FTghhoEJIS7Qgcg,There Is Peace Beyond - Extended Mix,"Nox Vahn, Mimi Page","2bqGPuC8kDCTLWieGOyWxu, 1USUeNBNJcg7Of34Ix74lM",2,8,6.845316666666666,0.726,0.569,0,-12.129,1,0.0447,0.0216,0.886,0.37,0.259,117.021,audio_features,660YdD7FTghhoEJIS7Qgcg,spotify:track:660YdD7FTghhoEJIS7Qgcg,https://api.spotify.com/v1/tracks/660YdD7FTghhoEJIS7Qgcg,https://api.spotify.com/v1/audio-analysis/660YdD7FTghhoEJIS7Qgcg,410720,4
23,23,5gnMzDgj5vXba6k55MnWHl,Bad Love - Monastetiq Remix,"Booka Shade, Monastetiq","2CKaDZ1Yo8YnWega9IeUzB, 5CdjhtE8hYoqKXfqtgcLiu",2,32,7.008333333333334,0.817,0.76,8,-8.447,1,0.0556,0.00727,0.524,0.182,0.0766,122.0,audio_features,5gnMzDgj5vXba6k55MnWHl,spotify:track:5gnMzDgj5vXba6k55MnWHl,https://api.spotify.com/v1/tracks/5gnMzDgj5vXba6k55MnWHl,https://api.spotify.com/v1/audio-analysis/5gnMzDgj5vXba6k55MnWHl,420500,4
24,24,2GDlOiJaOQ6OIGEzC3rQd7,Cardi Blade 2 / 145 BPM,Yung Acid,6tQ2DIS2KNrOjWDbYxTB4B,1,14,3.963783333333333,0.739,0.889,0,-5.338,1,0.0615,0.0269,0.00186,0.0787,0.615,144.997,audio_features,2GDlOiJaOQ6OIGEzC3rQd7,spotify:track:2GDlOiJaOQ6OIGEzC3rQd7,https://api.spotify.com/v1/tracks/2GDlOiJaOQ6OIGEzC3rQd7,https://api.spotify.com/v1/audio-analysis/2GDlOiJaOQ6OIGEzC3rQd7,237828,4
25,25,5mU2C6a4THzZREyBY5RfIk,Work! (feat. Kaleena Zanders),"Gigamesh, Kaleena Zanders","1Bo8Afb2Qbjs4x6kJHyjle, 0Sz2jslaxjcw2VM5zYh2jK",2,35,5.02465,0.891,0.636,1,-6.209,1,0.0755,0.0132,0.00223,0.0902,0.384,124.967,audio_features,5mU2C6a4THzZREyBY5RfIk,spotify:track:5mU2C6a4THzZREyBY5RfIk,https://api.spotify.com/v1/tracks/5mU2C6a4THzZREyBY5RfIk,https://api.spotify.com/v1/audio-analysis/5mU2C6a4THzZREyBY5RfIk,301479,4
26,26,3fkD5Y1BPHCY38vewpajYb,STARDUST,NKOHA,74yb8EAWGPAcIUo6CFxKIR,1,28,3.154316666666667,0.615,0.594,1,-8.513,1,0.0629,0.0151,0.0178,0.471,0.118,159.9,audio_features,3fkD5Y1BPHCY38vewpajYb,spotify:track:3fkD5Y1BPHCY38vewpajYb,https://api.spotify.com/v1/tracks/3fkD5Y1BPHCY38vewpajYb,https://api.spotify.com/v1/audio-analysis/3fkD5Y1BPHCY38vewpajYb,189260,4
27,27,5GgRhQXcf6PbUQrce7CDnm,Bones,"The Qemists, Kellermensch","2McLd7klWE4UjkPLqqMwLv, 0kQfuEQhZ0BxRSM5TyKolM",2,46,4.2026666666666666,0.31,0.886,8,-4.917,1,0.318,0.000299,0.853,0.163,0.0387,179.888,audio_features,5GgRhQXcf6PbUQrce7CDnm,spotify:track:5GgRhQXcf6PbUQrce7CDnm,https://api.spotify.com/v1/tracks/5GgRhQXcf6PbUQrce7CDnm,https://api.spotify.com/v1/audio-analysis/5GgRhQXcf6PbUQrce7CDnm,252160,3
28,28,0AJBa03FJvsCwXHjRoBpeM,Twisted,"Kaz James, Nick Morgan","1XGHs7YFtpCbDGKaNdPPtA, 29P8YF3232VxBXaU3vE4W8",2,36,4.333066666666666,0.638,0.872,5,-6.82,1,0.0317,0.0151,0.764,0.0774,0.289,123.012,audio_features,0AJBa03FJvsCwXHjRoBpeM,spotify:track:0AJBa03FJvsCwXHjRoBpeM,https://api.spotify.com/v1/tracks/0AJBa03FJvsCwXHjRoBpeM,https://api.spotify.com/v1/audio-analysis/0AJBa03FJvsCwXHjRoBpeM,259984,4
29,29,0RfxyfYDUfj6IGhyWk6PVh,Bulldog Beats - Original Mix,Moonbootica,1YkHCcMgZ6fTQMeEQyYKTf,1,14,6.118666666666667,0.641,0.75,9,-7.729,1,0.0626,0.00267,0.86,0.0914,0.583,126.995,audio_features,0RfxyfYDUfj6IGhyWk6PVh,spotify:track:0RfxyfYDUfj6IGhyWk6PVh,https://api.spotify.com/v1/tracks/0RfxyfYDUfj6IGhyWk6PVh,https://api.spotify.com/v1/audio-analysis/0RfxyfYDUfj6IGhyWk6PVh,367120,4
30,30,5gaQKFFbSMBVRcnT1SJKO4,White Rabbit,ShortRound,1ujyB2Dmn2EFyVmjDBjGGK,1,39,4.923066666666666,0.672,0.687,11,-13.308,1,0.13,0.271,0.78,0.0763,0.192,129.983,audio_features,5gaQKFFbSMBVRcnT1SJKO4,spotify:track:5gaQKFFbSMBVRcnT1SJKO4,https://api.spotify.com/v1/tracks/5gaQKFFbSMBVRcnT1SJKO4,https://api.spotify.com/v1/audio-analysis/5gaQKFFbSMBVRcnT1SJKO4,295385,4
31,31,4R40ybkZqvpQaHpLfeW8G1,Dirty Money - An-Ten-Nae Acid Crunk Remix,"disrupt, Soom T, An-Ten-Nae","68YOJy1fA9ez3XJLJIZ9IZ, 0Rb6PZXrcxvzixAwZwFmMu, 60WU0oNpF372dzVGDe4BcV",3,19,3.6222166666666666,0.498,0.873,1,-3.986,0,0.114,0.00491,0.00018,0.133,0.49,179.846,audio_features,4R40ybkZqvpQaHpLfeW8G1,spotify:track:4R40ybkZqvpQaHpLfeW8G1,https://api.spotify.com/v1/tracks/4R40ybkZqvpQaHpLfeW8G1,https://api.spotify.com/v1/audio-analysis/4R40ybkZqvpQaHpLfeW8G1,217333,4
32,32,6r8Nz7WDgdLCziBbmv0hDO,Suffocate,WHIPPED CREAM,5CMaNobmJYgXcfiT0zYOwi,1,23,3.5764666666666667,0.598,0.679,0,-9.997,1,0.191,0.0348,0.824,0.0952,0.0297,170.0,audio_features,6r8Nz7WDgdLCziBbmv0hDO,spotify:track:6r8Nz7WDgdLCziBbmv0hDO,https://api.spotify.com/v1/tracks/6r8Nz7WDgdLCziBbmv0hDO,https://api.spotify.com/v1/audio-analysis/6r8Nz7WDgdLCziBbmv0hDO,214588,4
33,33,72QZIadvONjMB3MstcPTV9,Universe,Misanthrop,1ZScOzf2oq1jmPpY2Veuyu,1,28,5.320216666666667,0.501,0.935,9,-1.515,1,0.04,0.000312,0.846,0.378,0.0394,171.975,audio_features,72QZIadvONjMB3MstcPTV9,spotify:track:72QZIadvONjMB3MstcPTV9,https://api.spotify.com/v1/tracks/72QZIadvONjMB3MstcPTV9,https://api.spotify.com/v1/audio-analysis/72QZIadvONjMB3MstcPTV9,319213,4
34,34,1QmEmpwoDgqiJDsf11rLcf,Hooligang,"Joey Valence, Brae","6BkiL5nhcwWK6JqWbBjNgu, 1QGptNgo1M6cD7EjrFZmRp",2,58,2.80525,0.708,0.953,1,-0.906,0,0.261,0.0118,1.52e-05,0.377,0.778,94.928,audio_features,1QmEmpwoDgqiJDsf11rLcf,spotify:track:1QmEmpwoDgqiJDsf11rLcf,https://api.spotify.com/v1/tracks/1QmEmpwoDgqiJDsf11rLcf,https://api.spotify.com/v1/audio-analysis/1QmEmpwoDgqiJDsf11rLcf,168316,4
35,35,4ipoHe6bjN9IeXr8CGJYgR,EYES,The Blaze,1Dt1UKLtrJIW1xxRBejjos,1,65,3.534666666666667,0.818,0.433,0,-10.853,1,0.0702,0.175,0.00413,0.124,0.119,119.993,audio_features,4ipoHe6bjN9IeXr8CGJYgR,spotify:track:4ipoHe6bjN9IeXr8CGJYgR,https://api.spotify.com/v1/tracks/4ipoHe6bjN9IeXr8CGJYgR,https://api.spotify.com/v1/audio-analysis/4ipoHe6bjN9IeXr8CGJYgR,212080,4
36,36,1CEN3e9sH0iDk83D8QEM2j,Desert Hearts,"David Hasert, Francesco Mami, Bondi","5k3tGz3uryhQGnQryA2b6d, 1eorOXywIqSwCCbGjYVNoP, 0ZPxafqcgMv07OtNWFapKk",3,15,6.537316666666666,0.741,0.655,11,-8.453,1,0.0501,0.000828,0.771,0.0818,0.195,120.006,audio_features,1CEN3e9sH0iDk83D8QEM2j,spotify:track:1CEN3e9sH0iDk83D8QEM2j,https://api.spotify.com/v1/tracks/1CEN3e9sH0iDk83D8QEM2j,https://api.spotify.com/v1/audio-analysis/1CEN3e9sH0iDk83D8QEM2j,392239,4
37,37,1j8WwQwHZRJwe9dOc9ZXu4,Fluegel - Original Mix,Dayne S,2OWQQKizLqny2GKSvqfV9h,1,34,8.511716666666667,0.801,0.747,2,-10.589,1,0.049,0.0164,0.866,0.0694,0.949,120.994,audio_features,1j8WwQwHZRJwe9dOc9ZXu4,spotify:track:1j8WwQwHZRJwe9dOc9ZXu4,https://api.spotify.com/v1/tracks/1j8WwQwHZRJwe9dOc9ZXu4,https://api.spotify.com/v1/audio-analysis/1j8WwQwHZRJwe9dOc9ZXu4,510704,4
38,38,0gGslfeZ5GjK19VcS82Sqa,Mix Tel Aviv,Kutiman,0sDJfnuudhMaEmFPvALK2e,1,38,4.623966666666667,0.751,0.688,0,-8.023,1,0.0436,0.102,0.84,0.0799,0.403,120.96,audio_features,0gGslfeZ5GjK19VcS82Sqa,spotify:track:0gGslfeZ5GjK19VcS82Sqa,https://api.spotify.com/v1/tracks/0gGslfeZ5GjK19VcS82Sqa,https://api.spotify.com/v1/audio-analysis/0gGslfeZ5GjK19VcS82Sqa,277438,4
39,39,46Q0ZNRmeRmYwLBrfkTeDg,Neuschwanstein,DIBIDABO,3tNW4uCLfRWi6RrqpUbNi0,1,5,7.6,0.66,0.75,10,-8.434,0,0.0354,0.000482,0.569,0.225,0.386,99.999,audio_features,46Q0ZNRmeRmYwLBrfkTeDg,spotify:track:46Q0ZNRmeRmYwLBrfkTeDg,https://api.spotify.com/v1/tracks/46Q0ZNRmeRmYwLBrfkTeDg,https://api.spotify.com/v1/audio-analysis/46Q0ZNRmeRmYwLBrfkTeDg,456000,4
40,40,4urxpbYME3OKjcoAxjxQgg,Rain Catcher - Latyshev Rework,"Lama's Dream, Latyshev","6OsGXyvZromK0QvgCFr63U, 10c4F6pMT2N12QbAVFmAtl",2,0,8.00155,0.6,0.654,6,-9.144,0,0.0507,0.178,0.916,0.567,0.135,89.992,audio_features,4urxpbYME3OKjcoAxjxQgg,spotify:track:4urxpbYME3OKjcoAxjxQgg,https://api.spotify.com/v1/tracks/4urxpbYME3OKjcoAxjxQgg,https://api.spotify.com/v1/audio-analysis/4urxpbYME3OKjcoAxjxQgg,480094,4
41,41,1yBGkMuZCL5JfRfRAUWzj1,Time Again,"Jan Blomqvist, Alar, Korolova","5wMlMjOLeJfS5DfxqGfm83, 2uEy5EYHvxxd2SyVq4Pn1a, 0I6oCyQQ1Q50q97y9B9gAx",3,47,8.362283333333334,0.629,0.865,2,-6.873,1,0.0413,0.00108,0.857,0.0613,0.242,122.989,audio_features,1yBGkMuZCL5JfRfRAUWzj1,spotify:track:1yBGkMuZCL5JfRfRAUWzj1,https://api.spotify.com/v1/tracks/1yBGkMuZCL5JfRfRAUWzj1,https://api.spotify.com/v1/audio-analysis/1yBGkMuZCL5JfRfRAUWzj1,501737,4
42,42,7vURCuSrZDtyUOgPITeYVf,Suko,Tal Fussman,6kZ2X9nu0o6eFilCWtufPb,1,19,7.40675,0.8,0.756,6,-8.739,0,0.0899,0.00834,0.86,0.0875,0.155,121.004,audio_features,7vURCuSrZDtyUOgPITeYVf,spotify:track:7vURCuSrZDtyUOgPITeYVf,https://api.spotify.com/v1/tracks/7vURCuSrZDtyUOgPITeYVf,https://api.spotify.com/v1/audio-analysis/7vURCuSrZDtyUOgPITeYVf,444406,3
43,43,6aASbU73wOewtPRbowetm2,Стало холодать,"Johnny Bongzila, Murovei, Kolya Manyu","7AxUJPFr1d3VURP4kPo9FN, 5T9Q17uI3gmKMJiNs4CMQR, 67yIj9bnCmWwZxEnuTcRqS",3,8,3.69215,0.829,0.647,0,-7.334,1,0.276,0.64,0.0,0.133,0.496,99.388,audio_features,6aASbU73wOewtPRbowetm2,spotify:track:6aASbU73wOewtPRbowetm2,https://api.spotify.com/v1/tracks/6aASbU73wOewtPRbowetm2,https://api.spotify.com/v1/audio-analysis/6aASbU73wOewtPRbowetm2,221529,4
44,44,022GOZFshT9eC5dimXuHCK,Дед Афанасий 2,Killagram,6gCYp1VWAL3Onxco63M4QE,1,33,4.7,0.845,0.746,1,-5.742,1,0.279,0.0932,2.95e-06,0.117,0.494,93.012,audio_features,022GOZFshT9eC5dimXuHCK,spotify:track:022GOZFshT9eC5dimXuHCK,https://api.spotify.com/v1/tracks/022GOZFshT9eC5dimXuHCK,https://api.spotify.com/v1/audio-analysis/022GOZFshT9eC5dimXuHCK,282000,4
45,45,7yyNaKHvH76G4tohz4cM7u,Megator,T78,5FgLkieOqGXPn01dnbJp9Z,1,46,5.5076833333333335,0.717,0.986,11,-5.267,0,0.158,0.00127,0.838,0.0222,0.109,129.989,audio_features,7yyNaKHvH76G4tohz4cM7u,spotify:track:7yyNaKHvH76G4tohz4cM7u,https://api.spotify.com/v1/tracks/7yyNaKHvH76G4tohz4cM7u,https://api.spotify.com/v1/audio-analysis/7yyNaKHvH76G4tohz4cM7u,330462,4
46,46,3dDQ62IpPo5ELve35xfvZu,Insolent Rave,Nico Moreno,6fjhNhp9IoeiZpEXq9AT2S,1,50,6.2008,0.491,0.983,0,-6.998,1,0.0757,0.363,0.95,0.0783,0.417,155.013,audio_features,3dDQ62IpPo5ELve35xfvZu,spotify:track:3dDQ62IpPo5ELve35xfvZu,https://api.spotify.com/v1/tracks/3dDQ62IpPo5ELve35xfvZu,https://api.spotify.com/v1/audio-analysis/3dDQ62IpPo5ELve35xfvZu,372048,4
47,47,5X5ctrZBjOap0TIaVU2BRi,Es Zieht Mich,Schwefelgelb,0gvrCzDfdcHWrTOanKBlJL,1,39,6.164883333333333,0.69,0.788,9,-7.11,0,0.056,0.00106,0.858,0.0559,0.367,127.012,audio_features,5X5ctrZBjOap0TIaVU2BRi,spotify:track:5X5ctrZBjOap0TIaVU2BRi,https://api.spotify.com/v1/tracks/5X5ctrZBjOap0TIaVU2BRi,https://api.spotify.com/v1/audio-analysis/5X5ctrZBjOap0TIaVU2BRi,369893,4
48,48,2RyhNeqZyhys50vy5Po23f,Mannequin,"Far&High, Dasha Meelo","7DEuf4iD1rRxpszUW1MDdP, 38BnqawOga4Ysk3AEpBeMl",2,28,4.76155,0.783,0.745,0,-6.764,1,0.0425,0.00563,0.52,0.566,0.472,121.997,audio_features,2RyhNeqZyhys50vy5Po23f,spotify:track:2RyhNeqZyhys50vy5Po23f,https://api.spotify.com/v1/tracks/2RyhNeqZyhys50vy5Po23f,https://api.spotify.com/v1/audio-analysis/2RyhNeqZyhys50vy5Po23f,285693,4
49,49,6dbiFP254cPhRywsYW9xlQ,Kisloty People,Schacke,3bphZJ7NojBKcoCeBOSJ5Z,1,47,6.02825,0.663,0.826,6,-7.779,0,0.0502,6.28e-05,0.0327,0.0972,0.69,144.991,audio_features,6dbiFP254cPhRywsYW9xlQ,spotify:track:6dbiFP254cPhRywsYW9xlQ,https://api.spotify.com/v1/tracks/6dbiFP254cPhRywsYW9xlQ,https://api.spotify.com/v1/audio-analysis/6dbiFP254cPhRywsYW9xlQ,361696,4
