,index,track_id,name,artists_names,artists_ids,artists_count,popularity,duration,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
404,402,7zkR5Eiub0YJDS28QPgFgu,Город влюблённых,Anna German,4MsYwVS6MBpTDgCzqLm8z6,1,0,5.075516666666666,0.351,0.212,5,-10.553,0,0.0385,0.937,0.000836,0.303,0.31,108.982,audio_features,7zkR5Eiub0YJDS28QPgFgu,spotify:track:7zkR5Eiub0YJDS28QPgFgu,https://api.spotify.com/v1/tracks/7zkR5Eiub0YJDS28QPgFgu,https://api.spotify.com/v1/audio-analysis/7zkR5Eiub0YJDS28QPgFgu,304531,3
405,403,0CjukABpH1AmAPZljXHDVr,Breathe,"Bou, Mark XTC","35dxfY1wywqVRUEaVuMm13, 1YT3XWcKydfp7jQi2faTkL",2,41,4.434516666666667,0.754,0.934,7,0.123,0,0.2,0.00235,0.852,0.445,0.234,174.93,audio_features,0CjukABpH1AmAPZljXHDVr,spotify:track:0CjukABpH1AmAPZljXHDVr,https://api.spotify.com/v1/tracks/0CjukABpH1AmAPZljXHDVr,https://api.spotify.com/v1/audio-analysis/0CjukABpH1AmAPZljXHDVr,266071,4
406,404,2lObMVH9UXvTE9JBfxaI3r,Studies In Dance Theory,Adriatique,02DWGcShQivFepRvGJ7xhB,1,32,6.798383333333334,0.73,0.674,2,-8.168,1,0.0524,0.0585,0.908,0.104,0.329,123.004,audio_features,2lObMVH9UXvTE9JBfxaI3r,spotify:track:2lObMVH9UXvTE9JBfxaI3r,https://api.spotify.com/v1/tracks/2lObMVH9UXvTE9JBfxaI3r,https://api.spotify.com/v1/audio-analysis/2lObMVH9UXvTE9JBfxaI3r,407904,4
407,405,6BYf946g2geLfZVdEf3U9t,Perpetual - Retrofuturevocal,Echomen,45V5lcU2vZdJUlk08YTMyw,1,14,8.272433333333334,0.795,0.894,10,-7.861,0,0.0608,0.000586,0.87,0.0715,0.875,128.211,audio_features,6BYf946g2geLfZVdEf3U9t,spotify:track:6BYf946g2geLfZVdEf3U9t,https://api.spotify.com/v1/tracks/6BYf946g2geLfZVdEf3U9t,https://api.spotify.com/v1/audio-analysis/6BYf946g2geLfZVdEf3U9t,496347,4
408,406,69tyOP39XryJDpK3pL6Otb,Jet Black,Channel Tres,4cUkGQyhLFqKHBtL58HYVp,1,40,3.2380833333333334,0.879,0.576,1,-8.046,1,0.0691,0.00258,0.00463,0.0996,0.351,104.993,audio_features,69tyOP39XryJDpK3pL6Otb,spotify:track:69tyOP39XryJDpK3pL6Otb,https://api.spotify.com/v1/tracks/69tyOP39XryJDpK3pL6Otb,https://api.spotify.com/v1/audio-analysis/69tyOP39XryJDpK3pL6Otb,194286,3
409,407,5D7DmkiXlozzZ4nc472frx,Beau Chien,"Niv Ast, Adrien Albou","29QojCXl3PxYDky0cH60fK, 6BOa7abcZhIGN4WKysU6kL",2,16,6.0976333333333335,0.761,0.741,8,-10.512,1,0.0709,0.0775,0.646,0.228,0.28,123.01,audio_features,5D7DmkiXlozzZ4nc472frx,spotify:track:5D7DmkiXlozzZ4nc472frx,https://api.spotify.com/v1/tracks/5D7DmkiXlozzZ4nc472frx,https://api.spotify.com/v1/audio-analysis/5D7DmkiXlozzZ4nc472frx,365859,4
410,408,7FMNRilVvaIvg4cAY3QUM1,малолетка,кис-кис,4jIvmo6hfAQ04NSOWPVVA3,1,34,3.0531166666666665,0.657,0.671,1,-5.965,0,0.0339,0.0075,5.61e-06,0.0666,0.733,140.015,audio_features,7FMNRilVvaIvg4cAY3QUM1,spotify:track:7FMNRilVvaIvg4cAY3QUM1,https://api.spotify.com/v1/tracks/7FMNRilVvaIvg4cAY3QUM1,https://api.spotify.com/v1/audio-analysis/7FMNRilVvaIvg4cAY3QUM1,183187,4
411,409,6jwh71HAfGzCq90C7QN7NK,фарш,кис-кис,4jIvmo6hfAQ04NSOWPVVA3,1,31,2.8893833333333334,0.506,0.907,1,-7.587,0,0.0802,0.042,0.00223,0.378,0.485,76.977,audio_features,6jwh71HAfGzCq90C7QN7NK,spotify:track:6jwh71HAfGzCq90C7QN7NK,https://api.spotify.com/v1/tracks/6jwh71HAfGzCq90C7QN7NK,https://api.spotify.com/v1/audio-analysis/6jwh71HAfGzCq90C7QN7NK,173364,4
412,410,0PiaostDCUyWOGzv9pvEPi,Fire in the Heart,"Siberian Meat Grinder, Distemper","3JWnTlE9m0CFG7FSkgznAj, 73KPvw0VFDPbhS63pEqEXQ",2,21,3.670716666666667,0.559,0.998,2,-2.676,1,0.141,0.00144,0.00175,0.369,0.229,102.557,audio_features,0PiaostDCUyWOGzv9pvEPi,spotify:track:0PiaostDCUyWOGzv9pvEPi,https://api.spotify.com/v1/tracks/0PiaostDCUyWOGzv9pvEPi,https://api.spotify.com/v1/audio-analysis/0PiaostDCUyWOGzv9pvEPi,220244,4
413,411,0xfndVe9Jx2hdbql4XAGj0,Серотонин,МОЛОДОСТЬ ВНУТРИ,4cbEWHQV65Dbf3i4PGdFYz,1,49,2.8585166666666666,0.563,0.887,1,-6.336,1,0.117,0.00875,0.0,0.15,0.455,159.976,audio_features,0xfndVe9Jx2hdbql4XAGj0,spotify:track:0xfndVe9Jx2hdbql4XAGj0,https://api.spotify.com/v1/tracks/0xfndVe9Jx2hdbql4XAGj0,https://api.spotify.com/v1/audio-analysis/0xfndVe9Jx2hdbql4XAGj0,171512,4
414,412,0tOAItdbHW2nfBEwDrgSIi,Brighter Days - Alibi Remix,"Hybrid Minds, Charlotte Haining, Alibi","05lF0DUkLJqiW5o70SScyR, 2XRjIwgD0UiJXtx7Xzfy7w, 64AcsjHBz0mv71VKuQfmXV",3,21,5.691416666666667,0.576,0.71,11,-3.868,1,0.0355,0.000404,0.4,0.0892,0.0396,174.018,audio_features,0tOAItdbHW2nfBEwDrgSIi,spotify:track:0tOAItdbHW2nfBEwDrgSIi,https://api.spotify.com/v1/tracks/0tOAItdbHW2nfBEwDrgSIi,https://api.spotify.com/v1/audio-analysis/0tOAItdbHW2nfBEwDrgSIi,341486,4
415,413,3jQiFSSmwaAV7APNbzLv6Q,достало,кис-кис,4jIvmo6hfAQ04NSOWPVVA3,1,36,2.9609,0.582,0.916,1,-4.076,0,0.0564,0.0186,0.0,0.294,0.593,94.018,audio_features,3jQiFSSmwaAV7APNbzLv6Q,spotify:track:3jQiFSSmwaAV7APNbzLv6Q,https://api.spotify.com/v1/tracks/3jQiFSSmwaAV7APNbzLv6Q,https://api.spotify.com/v1/audio-analysis/3jQiFSSmwaAV7APNbzLv6Q,177654,4
416,414,6Fy3rZR0bgplEm9fWzOKo0,Circuit Breaker,Röyksopp,5nPOO9iTcrs9k6yFffPxjH,1,34,5.415766666666666,0.637,0.925,10,-6.84,0,0.0548,0.000156,0.677,0.0896,0.715,132.975,audio_features,6Fy3rZR0bgplEm9fWzOKo0,spotify:track:6Fy3rZR0bgplEm9fWzOKo0,https://api.spotify.com/v1/tracks/6Fy3rZR0bgplEm9fWzOKo0,https://api.spotify.com/v1/audio-analysis/6Fy3rZR0bgplEm9fWzOKo0,324947,4
417,415,2ea1fxOi5WG3YeFoelVVxE,Broken (feat. Nais),"Teddy Killerz, Nais","4xaF2VIGwhWyEMbM6GuLdm, 6LzlY9HXI9IkOBWYCb04zG",2,11,4.045966666666667,0.589,0.937,7,-2.27,1,0.227,0.000696,0.639,0.364,0.469,174.012,audio_features,2ea1fxOi5WG3YeFoelVVxE,spotify:track:2ea1fxOi5WG3YeFoelVVxE,https://api.spotify.com/v1/tracks/2ea1fxOi5WG3YeFoelVVxE,https://api.spotify.com/v1/audio-analysis/2ea1fxOi5WG3YeFoelVVxE,242758,4
418,416,5SxGuKMEotBeKpHXTWlFZD,Elevate,"The Bloody Beetroots, Teddy Killerz","0QJKELJZZuLAjqLOOixJm5, 4xaF2VIGwhWyEMbM6GuLdm",2,42,3.46285,0.514,0.978,8,-2.24,1,0.181,0.00299,0.897,0.239,0.213,175.066,audio_features,5SxGuKMEotBeKpHXTWlFZD,spotify:track:5SxGuKMEotBeKpHXTWlFZD,https://api.spotify.com/v1/tracks/5SxGuKMEotBeKpHXTWlFZD,https://api.spotify.com/v1/audio-analysis/5SxGuKMEotBeKpHXTWlFZD,207771,4
419,417,219THtH9zpC4fhgONn77PM,Solid - Special Club Mix,Ashford & Simpson,2EURsXo9qlt1aMWlviGCRi,1,26,6.2191,0.848,0.453,0,-13.134,1,0.0317,0.294,9.41e-06,0.832,0.963,101.08,audio_features,219THtH9zpC4fhgONn77PM,spotify:track:219THtH9zpC4fhgONn77PM,https://api.spotify.com/v1/tracks/219THtH9zpC4fhgONn77PM,https://api.spotify.com/v1/audio-analysis/219THtH9zpC4fhgONn77PM,373147,4
420,418,7C0PzxbsQx59DgGVRsquwJ,Voodoo People - Pendulum Mix,"The Prodigy, Pendulum","4k1ELeJKT1ISyDv8JivPpB, 7MqnCTCAX6SsIYYdJCQj9B",2,56,5.130216666666667,0.443,0.96,1,-5.481,1,0.0661,0.000127,0.875,0.194,0.533,174.011,audio_features,7C0PzxbsQx59DgGVRsquwJ,spotify:track:7C0PzxbsQx59DgGVRsquwJ,https://api.spotify.com/v1/tracks/7C0PzxbsQx59DgGVRsquwJ,https://api.spotify.com/v1/audio-analysis/7C0PzxbsQx59DgGVRsquwJ,307813,4
421,419,2wnLPeE35gdcUnQTOjuSMj,Bull,Neida,6B19mPGcc9M5LmRwJLVhys,1,4,6.74915,0.629,0.808,4,-7.798,0,0.0338,0.128,0.912,0.0814,0.227,134.013,audio_features,2wnLPeE35gdcUnQTOjuSMj,spotify:track:2wnLPeE35gdcUnQTOjuSMj,https://api.spotify.com/v1/tracks/2wnLPeE35gdcUnQTOjuSMj,https://api.spotify.com/v1/audio-analysis/2wnLPeE35gdcUnQTOjuSMj,404949,4
422,420,0crv8tcXjM2wo9k2MT1Z15,Reality,CYRK,14gs7nuIA4nh6ZETqbe9Pr,1,1,4.45485,0.772,0.859,10,-9.234,1,0.0478,0.00176,0.701,0.118,0.184,137.038,audio_features,0crv8tcXjM2wo9k2MT1Z15,spotify:track:0crv8tcXjM2wo9k2MT1Z15,https://api.spotify.com/v1/tracks/0crv8tcXjM2wo9k2MT1Z15,https://api.spotify.com/v1/audio-analysis/0crv8tcXjM2wo9k2MT1Z15,267291,4
423,421,2ZpV9Jj7R39GDdbAraaLqL,Close My Eyes,Teddy Killerz,4xaF2VIGwhWyEMbM6GuLdm,1,15,5.577133333333333,0.512,0.972,7,-2.373,1,0.202,0.00538,0.0541,0.179,0.18,175.065,audio_features,2ZpV9Jj7R39GDdbAraaLqL,spotify:track:2ZpV9Jj7R39GDdbAraaLqL,https://api.spotify.com/v1/tracks/2ZpV9Jj7R39GDdbAraaLqL,https://api.spotify.com/v1/audio-analysis/2ZpV9Jj7R39GDdbAraaLqL,334629,4
424,422,6INLpBxo9F5QMer04VXEnd,Sexy Boy,Air,1P6U1dCeHxPui5pIrGmndZ,1,59,4.974433333333334,0.437,0.652,0,-6.152,1,0.0288,0.0011,0.614,0.111,0.211,111.888,audio_features,6INLpBxo9F5QMer04VXEnd,spotify:track:6INLpBxo9F5QMer04VXEnd,https://api.spotify.com/v1/tracks/6INLpBxo9F5QMer04VXEnd,https://api.spotify.com/v1/audio-analysis/6INLpBxo9F5QMer04VXEnd,298467,4
425,423,60lMbWaSNuUhwYxG0atyC3,Enjoy the Ride,Morcheeba,6bWxFw65IEJzBYjx3SxUXd,1,56,4.086,0.552,0.519,5,-10.479,1,0.0265,0.199,0.00924,0.0965,0.459,84.992,audio_features,60lMbWaSNuUhwYxG0atyC3,spotify:track:60lMbWaSNuUhwYxG0atyC3,https://api.spotify.com/v1/tracks/60lMbWaSNuUhwYxG0atyC3,https://api.spotify.com/v1/audio-analysis/60lMbWaSNuUhwYxG0atyC3,245160,4
426,424,6l5Xe0OOqq56jWEYBoxXdE,Underwater - Yotto's Dawn Remix,"RÜFÜS DU SOL, Yotto","5Pb27ujIyYb33zBqVysBkj, 5Dyfxq0ZrFjjeFBdSNxDbo",2,38,5.64065,0.635,0.949,10,-7.891,0,0.033,0.000811,0.48,0.195,0.0373,122.027,audio_features,6l5Xe0OOqq56jWEYBoxXdE,spotify:track:6l5Xe0OOqq56jWEYBoxXdE,https://api.spotify.com/v1/tracks/6l5Xe0OOqq56jWEYBoxXdE,https://api.spotify.com/v1/audio-analysis/6l5Xe0OOqq56jWEYBoxXdE,338440,4
427,425,24P99vj6AJ3NLcRxbDrKht,Music & You - Radio Version,"Room 5, Oliver Cheatham","0AEbDFXbsssoSoC3pj91eq, 25MNkA39C5jjxApUl812ic",2,9,3.058883333333333,0.831,0.829,5,-7.227,0,0.0501,0.00191,0.0265,0.269,0.858,126.005,audio_features,24P99vj6AJ3NLcRxbDrKht,spotify:track:24P99vj6AJ3NLcRxbDrKht,https://api.spotify.com/v1/tracks/24P99vj6AJ3NLcRxbDrKht,https://api.spotify.com/v1/audio-analysis/24P99vj6AJ3NLcRxbDrKht,183533,4
428,426,46eu3SBuFCXWsPT39Yg3tJ,Don't Stop 'Til You Get Enough,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,1,76,6.0911,0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,audio_features,46eu3SBuFCXWsPT39Yg3tJ,spotify:track:46eu3SBuFCXWsPT39Yg3tJ,https://api.spotify.com/v1/tracks/46eu3SBuFCXWsPT39Yg3tJ,https://api.spotify.com/v1/audio-analysis/46eu3SBuFCXWsPT39Yg3tJ,365467,4
429,427,13bQKJrCL3orVEbPYSQwy9,Candela,Maía,1IKP8dm7pmlkZS4V4MzKkI,1,27,3.8371,0.848,0.755,0,-5.792,1,0.0304,0.109,4.27e-06,0.0952,0.961,116.124,audio_features,13bQKJrCL3orVEbPYSQwy9,spotify:track:13bQKJrCL3orVEbPYSQwy9,https://api.spotify.com/v1/tracks/13bQKJrCL3orVEbPYSQwy9,https://api.spotify.com/v1/audio-analysis/13bQKJrCL3orVEbPYSQwy9,230227,4
430,428,73xLpiFcvK6r1B3dIlYvhU,Rebirth,Sara Landry,7eILArMiTFTQf8SEh5fFHK,1,32,6.111266666666666,0.531,0.975,2,-6.05,1,0.0559,0.000127,0.901,0.141,0.488,150.002,audio_features,73xLpiFcvK6r1B3dIlYvhU,spotify:track:73xLpiFcvK6r1B3dIlYvhU,https://api.spotify.com/v1/tracks/73xLpiFcvK6r1B3dIlYvhU,https://api.spotify.com/v1/audio-analysis/73xLpiFcvK6r1B3dIlYvhU,366677,4
431,429,3vyKSb9sAdXl0kQ1KnS9fY,Emerge,Fischerspooner,5R7K1GezC0jy24v1R2n4x3,1,53,4.8051,0.607,0.734,10,-7.622,1,0.0445,0.0906,0.812,0.0925,0.569,147.941,audio_features,3vyKSb9sAdXl0kQ1KnS9fY,spotify:track:3vyKSb9sAdXl0kQ1KnS9fY,https://api.spotify.com/v1/tracks/3vyKSb9sAdXl0kQ1KnS9fY,https://api.spotify.com/v1/audio-analysis/3vyKSb9sAdXl0kQ1KnS9fY,288307,4
432,430,2hTx8adLNJBwhLsavI1Xvr,Techno Syndrome (Mortal Kombat),The Immortals,7tQ2hjptlOD3PwpKuFbn0Q,1,54,3.429333333333333,0.526,0.982,7,-8.123,1,0.0496,0.00138,0.476,0.642,0.646,133.893,audio_features,2hTx8adLNJBwhLsavI1Xvr,spotify:track:2hTx8adLNJBwhLsavI1Xvr,https://api.spotify.com/v1/tracks/2hTx8adLNJBwhLsavI1Xvr,https://api.spotify.com/v1/audio-analysis/2hTx8adLNJBwhLsavI1Xvr,205760,4
433,431,5xkx6TjnFxYnL5rWJg1oNO,Kẻ Cắp Gặp Bà Già - Remix,DJ Long Nhat,3xd2W65sJSGXvumvLCJQcs,1,35,4.449516666666667,0.84,0.621,1,-4.647,0,0.0727,0.0224,0.855,0.106,0.39,128.022,audio_features,5xkx6TjnFxYnL5rWJg1oNO,spotify:track:5xkx6TjnFxYnL5rWJg1oNO,https://api.spotify.com/v1/tracks/5xkx6TjnFxYnL5rWJg1oNO,https://api.spotify.com/v1/audio-analysis/5xkx6TjnFxYnL5rWJg1oNO,266971,4
434,432,5Z34NH1AsA3xPL5OsDTfOa,Part of the Process,Morcheeba,6bWxFw65IEJzBYjx3SxUXd,1,51,4.42155,0.616,0.525,0,-7.411,1,0.025,0.173,0.0125,0.115,0.402,155.954,audio_features,5Z34NH1AsA3xPL5OsDTfOa,spotify:track:5Z34NH1AsA3xPL5OsDTfOa,https://api.spotify.com/v1/tracks/5Z34NH1AsA3xPL5OsDTfOa,https://api.spotify.com/v1/audio-analysis/5Z34NH1AsA3xPL5OsDTfOa,265293,4
435,433,55meRTYBw8S5q7KF3DkjL7,The Bandit,Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,1,56,4.182683333333333,0.394,0.833,0,-5.18,1,0.042,0.00863,0.811,0.109,0.362,145.082,audio_features,55meRTYBw8S5q7KF3DkjL7,spotify:track:55meRTYBw8S5q7KF3DkjL7,https://api.spotify.com/v1/tracks/55meRTYBw8S5q7KF3DkjL7,https://api.spotify.com/v1/audio-analysis/55meRTYBw8S5q7KF3DkjL7,250961,4
436,434,5c933ZlfG6ZF2kE8WyklnJ,Звездная Грязь - Instrumental,[AMATORY],3JC5wZYLLWOWavmvGB94ow,1,3,3.4547333333333334,0.516,0.921,7,-5.104,0,0.0505,0.000262,0.933,0.105,0.214,139.997,audio_features,5c933ZlfG6ZF2kE8WyklnJ,spotify:track:5c933ZlfG6ZF2kE8WyklnJ,https://api.spotify.com/v1/tracks/5c933ZlfG6ZF2kE8WyklnJ,https://api.spotify.com/v1/audio-analysis/5c933ZlfG6ZF2kE8WyklnJ,207285,4
437,435,7tGzFqfv97DeO26stlthqB,Man Eating Lizard Dragon - DNB VIP,Jade,5MDI623Xjab5igAZSsazoS,1,36,5.091566666666667,0.758,0.95,6,-1.485,0,0.308,0.000707,0.521,0.386,0.677,171.996,audio_features,7tGzFqfv97DeO26stlthqB,spotify:track:7tGzFqfv97DeO26stlthqB,https://api.spotify.com/v1/tracks/7tGzFqfv97DeO26stlthqB,https://api.spotify.com/v1/audio-analysis/7tGzFqfv97DeO26stlthqB,305494,4
438,436,5WSRjBEFSEtJ9MnhgmSpQl,Zora,Solomun,5wJK4kQAkVGjqM9x46KQOC,1,34,9.8826,0.687,0.598,9,-9.299,0,0.0272,0.0168,0.766,0.147,0.0663,118.001,audio_features,5WSRjBEFSEtJ9MnhgmSpQl,spotify:track:5WSRjBEFSEtJ9MnhgmSpQl,https://api.spotify.com/v1/tracks/5WSRjBEFSEtJ9MnhgmSpQl,https://api.spotify.com/v1/audio-analysis/5WSRjBEFSEtJ9MnhgmSpQl,592957,4
439,437,7yBraTQTMZInARESJRP2wG,So Electric,Lifelike,3sa5sqxJqYjDZhGxmo4Ko5,1,42,6.723766666666666,0.657,0.959,3,-5.011,0,0.0712,0.00137,0.879,0.587,0.369,125.987,audio_features,7yBraTQTMZInARESJRP2wG,spotify:track:7yBraTQTMZInARESJRP2wG,https://api.spotify.com/v1/tracks/7yBraTQTMZInARESJRP2wG,https://api.spotify.com/v1/audio-analysis/7yBraTQTMZInARESJRP2wG,403427,4
440,438,12Ypr3PCVJ2i7Uwz93q1Vl,Opr,Gesaffelstein,3hteYQFiMFbJY7wS0xDymP,1,57,3.8994166666666668,0.748,0.549,6,-5.447,0,0.065,0.00268,0.792,0.196,0.197,101.033,audio_features,12Ypr3PCVJ2i7Uwz93q1Vl,spotify:track:12Ypr3PCVJ2i7Uwz93q1Vl,https://api.spotify.com/v1/tracks/12Ypr3PCVJ2i7Uwz93q1Vl,https://api.spotify.com/v1/audio-analysis/12Ypr3PCVJ2i7Uwz93q1Vl,233966,4
441,439,7Jlqg70T1RhZICoFJmj1Bm,Hate or Glory,Gesaffelstein,3hteYQFiMFbJY7wS0xDymP,1,44,4.8131,0.699,0.824,2,-5.176,1,0.0664,0.00741,0.939,0.198,0.0895,102.987,audio_features,7Jlqg70T1RhZICoFJmj1Bm,spotify:track:7Jlqg70T1RhZICoFJmj1Bm,https://api.spotify.com/v1/tracks/7Jlqg70T1RhZICoFJmj1Bm,https://api.spotify.com/v1/audio-analysis/7Jlqg70T1RhZICoFJmj1Bm,288787,4
442,440,3TYj2ld7j4q4fq7zSMHjqe,Sangria,Thomas Bangalter,41vv2Tj1knysv6MuFUmdwi,1,33,5.7311,0.338,0.687,5,-10.421,0,0.035,0.00239,0.42,0.303,0.24,143.077,audio_features,3TYj2ld7j4q4fq7zSMHjqe,spotify:track:3TYj2ld7j4q4fq7zSMHjqe,https://api.spotify.com/v1/tracks/3TYj2ld7j4q4fq7zSMHjqe,https://api.spotify.com/v1/audio-analysis/3TYj2ld7j4q4fq7zSMHjqe,343867,3
443,441,4lt21Om3AQ55PdkOSAPd4s,Automatic - Rex The Dog Vocal Remix,"Wolfram, Peaches, Rex The Dog","1oBQPdm35NiPSEWIx8Yl24, 1gkSl4XpHIHI4I1WQbfXOE, 5zbQoW1WWTzvITE8w4ckoC",3,16,7.04115,0.758,0.945,10,-9.613,0,0.0513,0.000692,0.926,0.102,0.135,125.004,audio_features,4lt21Om3AQ55PdkOSAPd4s,spotify:track:4lt21Om3AQ55PdkOSAPd4s,https://api.spotify.com/v1/tracks/4lt21Om3AQ55PdkOSAPd4s,https://api.spotify.com/v1/audio-analysis/4lt21Om3AQ55PdkOSAPd4s,422469,4
444,442,6zIkiZqUnSMsuRJ6acyJuD,Out Of Control,The Chemical Brothers,1GhPHrq36VKCY3ucVaZCfo,1,48,7.3293333333333335,0.551,0.933,10,-4.361,0,0.0333,0.000622,0.086,0.0851,0.417,131.964,audio_features,6zIkiZqUnSMsuRJ6acyJuD,spotify:track:6zIkiZqUnSMsuRJ6acyJuD,https://api.spotify.com/v1/tracks/6zIkiZqUnSMsuRJ6acyJuD,https://api.spotify.com/v1/audio-analysis/6zIkiZqUnSMsuRJ6acyJuD,439760,4
445,443,6Dz383ZHSKzWh5ZTL7aRra,RUSSIAN WOMAN,Manizha,1Y53ZUhXBydAzILo4Qa0s1,1,51,2.94795,0.89,0.701,4,-7.061,0,0.194,0.204,0.0,0.0741,0.652,102.001,audio_features,6Dz383ZHSKzWh5ZTL7aRra,spotify:track:6Dz383ZHSKzWh5ZTL7aRra,https://api.spotify.com/v1/tracks/6Dz383ZHSKzWh5ZTL7aRra,https://api.spotify.com/v1/audio-analysis/6Dz383ZHSKzWh5ZTL7aRra,176878,4
446,444,3ZaDBhmTrpx2K5UwzmMCR1,Game L'over,"Summer Of Haze, Chernoburkv","5gfMeHMtCy7G8rmCexG7hb, 1zcTcHOp1uK94S5DZsMsM8",2,10,3.9697833333333334,0.29,0.973,11,-2.748,0,0.432,0.000687,0.167,0.31,0.0776,130.103,audio_features,3ZaDBhmTrpx2K5UwzmMCR1,spotify:track:3ZaDBhmTrpx2K5UwzmMCR1,https://api.spotify.com/v1/tracks/3ZaDBhmTrpx2K5UwzmMCR1,https://api.spotify.com/v1/audio-analysis/3ZaDBhmTrpx2K5UwzmMCR1,238187,4
447,445,72sZpOwollMmZxoRB5hEGd,My Only Chance,The Toxic Avenger,5zExRf0VQCl3GO4Jrj8r0s,1,50,6.800333333333334,0.587,0.685,10,-6.516,0,0.0286,0.0393,0.00307,0.197,0.244,110.077,audio_features,72sZpOwollMmZxoRB5hEGd,spotify:track:72sZpOwollMmZxoRB5hEGd,https://api.spotify.com/v1/tracks/72sZpOwollMmZxoRB5hEGd,https://api.spotify.com/v1/audio-analysis/72sZpOwollMmZxoRB5hEGd,408020,4
448,446,2sodk4x9XHhEaCaPXXazzS,Пламя из маленькой искры,Distemper,73KPvw0VFDPbhS63pEqEXQ,1,8,4.3,0.545,0.981,2,-1.801,1,0.0499,0.142,9.86e-05,0.271,0.75,183.996,audio_features,2sodk4x9XHhEaCaPXXazzS,spotify:track:2sodk4x9XHhEaCaPXXazzS,https://api.spotify.com/v1/tracks/2sodk4x9XHhEaCaPXXazzS,https://api.spotify.com/v1/audio-analysis/2sodk4x9XHhEaCaPXXazzS,258000,4
449,447,46OqV2zwZECBL94ewwk1UK,"Веселье, жизнелюбие и правильный настрой",Distemper,73KPvw0VFDPbhS63pEqEXQ,1,5,3.5979,0.698,0.987,2,-1.911,1,0.0583,0.101,1.47e-06,0.287,0.685,92.018,audio_features,46OqV2zwZECBL94ewwk1UK,spotify:track:46OqV2zwZECBL94ewwk1UK,https://api.spotify.com/v1/tracks/46OqV2zwZECBL94ewwk1UK,https://api.spotify.com/v1/audio-analysis/46OqV2zwZECBL94ewwk1UK,215875,4
450,448,6wLvmvy9FDLm29PuYYYtAb,Techno Music,Dino Maggiorana,5hikDvYlf4CbKVsf2Jon4N,1,7,6.940433333333333,0.648,0.983,1,-4.325,1,0.0548,0.000352,0.729,0.0655,0.465,131.96,audio_features,6wLvmvy9FDLm29PuYYYtAb,spotify:track:6wLvmvy9FDLm29PuYYYtAb,https://api.spotify.com/v1/tracks/6wLvmvy9FDLm29PuYYYtAb,https://api.spotify.com/v1/audio-analysis/6wLvmvy9FDLm29PuYYYtAb,416427,4
451,449,6MM0V4TOIiM77b5nPWb4R5,Vibes,S.Samo,1yFpsOVveSBWpYwW7HvUNo,1,21,6.29525,0.793,0.793,4,-10.635,0,0.0483,0.000464,0.87,0.105,0.0704,122.014,audio_features,6MM0V4TOIiM77b5nPWb4R5,spotify:track:6MM0V4TOIiM77b5nPWb4R5,https://api.spotify.com/v1/tracks/6MM0V4TOIiM77b5nPWb4R5,https://api.spotify.com/v1/audio-analysis/6MM0V4TOIiM77b5nPWb4R5,377715,4
452,450,2nHBfIdQ4ndFNaWilLdBUN,Ecstasy (Over & Over),Prospa,6HabM2PUM519iIxervGWSb,1,53,3.6132666666666666,0.757,0.82,10,-4.999,1,0.0406,0.00426,0.421,0.173,0.656,128.012,audio_features,2nHBfIdQ4ndFNaWilLdBUN,spotify:track:2nHBfIdQ4ndFNaWilLdBUN,https://api.spotify.com/v1/tracks/2nHBfIdQ4ndFNaWilLdBUN,https://api.spotify.com/v1/audio-analysis/2nHBfIdQ4ndFNaWilLdBUN,216797,4
453,451,5USICbGck7p7ocmJ3lAieI,Ode To Nobody,"Grotesque, Denis Plotnikov","1qgm9fSb4hCM7fi4qRXyPM, 0yT3dmX9Tx17tiqPg30ivR",2,7,5.266666666666667,0.749,0.797,11,-8.254,0,0.0473,0.0221,0.793,0.0541,0.0631,120.013,audio_features,5USICbGck7p7ocmJ3lAieI,spotify:track:5USICbGck7p7ocmJ3lAieI,https://api.spotify.com/v1/tracks/5USICbGck7p7ocmJ3lAieI,https://api.spotify.com/v1/audio-analysis/5USICbGck7p7ocmJ3lAieI,316000,4
454,452,3ZX9f6iY3fM7BuRWuvt7LQ,I Need Someone (feat. Nathan Ball & Caleb Femi) [Yotto Remix] - Edit,"Faithless, Caleb Femi, Nathan Ball, Yotto","5T4UKHhr4HGIC0VzdZQtAE, 7EBbMrJpvd3qQVxQxskCfI, 5a1CkvrJSjRH8ZzWTMRsCd, 5Dyfxq0ZrFjjeFBdSNxDbo",4,39,3.7886166666666665,0.598,0.756,0,-9.724,0,0.0339,0.00124,0.504,0.511,0.0652,122.995,audio_features,3ZX9f6iY3fM7BuRWuvt7LQ,spotify:track:3ZX9f6iY3fM7BuRWuvt7LQ,https://api.spotify.com/v1/tracks/3ZX9f6iY3fM7BuRWuvt7LQ,https://api.spotify.com/v1/audio-analysis/3ZX9f6iY3fM7BuRWuvt7LQ,227318,4
